user,instance_id,displayed_text,"frame:::Industry-specific (e.g., discusses agricultural prices, manufacturing output, and retail sales)","frame:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)","frame:::Firm-specific (e.g., discusses stock prices, debt offerings, and capital investments)",frame:::None of the above,frame:::Other,"frame:::Government revenue and expenses (e.g., discusses taxes, budgets, and treasury issuances)","frame:::Personal (e.g., discusses household expenditures and personal debts)","macro_indicator:::Market Numbers (e.g., any financial market)","macro_indicator:::Interest Rates (e.g., Fed, Mortgage)","macro_indicator:::Macroeconomy (e.g., GDP)",macro_indicator:::None of the above,macro_indicator:::Retail Sales,"macro_indicator:::Job Numbers (e.g., jobs, unemployment)",macro_indicator:::Other,"macro_indicator:::Wages (e.g., minimum wage, average wage)",macro_indicator:::Currency Values,"macro_indicator:::Housing (e.g., Start, Sales, Pricing)","macro_indicator:::Prices (e.g., CPI, PPI)",macro_indicator:::Confidence,"macro_indicator:::Energy Prices (eg., oil, gas)",spin:::Unknown,"spin:::Negative (e.g., prices skyrocketed)","spin:::Neutral (e.g., GDP was worth X US dollars)",spin:::None of the above,"spin:::Positive (e.g., inflation dropped)"
652007fa978b25ab5673c7e4,4806_12,"It would reduce the overall wage increase to just about 1.7 percent over nine years. “We have done so much for this company, and now they have the audacity to bring before us all these concessions when they are projected to <span>profit $2 billion</span> this year alone,” said Michael P. Young, a maintenance technician at a U.S. Steel plant in Portage, Ind., and a survivor of colon cancer. “I want the company to leave my health care alone.”
Young and others were particularly furious because the work they do can be perilous to their health.",,,,,,,4,,,,12,,,,,,,,,,,,,4,
652007fa978b25ab5673c7e4,6164_21,"Ms. Moore-Caraway, 46, was barely getting by on the $10 an hour she earned at the airport. She has no savings, and no idea how she will pay <span>her $688 rent</span> bill on April 1. She hasn’t been in the job long enough to qualify for unemployment, and the few places still hiring during the pandemic aren’t near bus routes.",,,,,,,4,,,,,,,,4,,,,,,,,,4,
652007fa978b25ab5673c7e4,4806_17,"The percentage of steelworkers who are in a union fell from 36 percent in 2000 to 24 percent in 2017, according to the left-leaning Economic Policy Institute. Union steel jobs pay more <span>than 10 percent</span> more than nonunion jobs, according to the institute. Gibbs, of KeyBanc Capital Markets, says U.S. Steel also needs to invest in upgrading its plants and facilities — new types of technologies that require fewer workers.",,,,6,,,,,,,12,,,,,,,,,,3,,,,
652007fa978b25ab5673c7e4,56172_46,"In luxury retail, meanwhile: “Our customers are confident, feel good about the economy in general and their personal balance sheets specifically,” said Karen Katz, chief executive of Neiman Marcus Group Ltd., last month. Reported 2014 revenues of $4.8 billion for the company are up <span>from $3.6 billion</span> in 2009. Revenue for such luxury hotel chains as St. Regis and Ritz-Carlton rose 35% last year compared with 2008, according to market research firm STR Inc.",,0,,,,,,1,,,,,,,,,,,,,,,,4,
652007fa978b25ab5673c7e4,52214_15,"In Seattle, the share of affordable homes fell 14 percent from 2017 to 2018, leaving only 46 percent of homes within the reach of middle-class families. In San Jose, Calif., the share of affordable homes fell from 26 percent <span>to 14 percent</span> over the same time. According to the National Association of Realtors, existing home sales in December were down 10.3 percent year over year, the biggest drop since the housing market bottomed in 2011.",,0,,,,,,,,,,,,,,,2,,,,,,,,0
652007fa978b25ab5673c7e4,16612_25,"“It can get pretty stressful living with so many people like this.”
Tired of living in such close quarters, Ms. Ezi began looking for a job that would pay more. In August, she found a full-time position as a sales representative at a store that sells birding equipment, where she <span>makes $13 an</span> hour plus tips. She remains on the staff at the pool, where she still picks up an occasional shift.",,,,6,,,,,,,12,,,,,,,,,,3,,,,
652007fa978b25ab5673c7e4,13929_6,Join the conversation below. Fed officials lifted their benchmark rate by 0.75 percentage point on Nov. 2 to a range <span>between 3.75% and</span> 4%. Many officials have signaled they are leaning toward approving a 0.5-point increase at their Dec. 13-14 meeting.,,,,6,,,,,,,12,,,,,,,,,,,,,4,
652007fa978b25ab5673c7e4,22064_9,"He buys most of his raw material from domestic mills, but he expects them to raise prices as their foreign competitors are hit by tariffs of up to 25 percent.Continue reading the main story
Right now, he pays around $600 per ton of steel wire rod. The impact of a 25 percent tariff would <span>add $150 to</span> that price. He makes only $40 in profit per ton, though, so the math would destroy his balance sheet.",,,,,,,4,,,,12,,,,,,,,,,,,,4,
652007fa978b25ab5673c7e4,29994_50,"Those are not the largest military budgets in recent history, let alone all of American history. Even if inflation is not taken into account, Mr. Obama signed <span>a $726 billion</span> National Defense Authorization Act for the 2011 fiscal year. Adjusted for inflation, Congress authorized more money for the Pentagon every fiscal year from 2007 to 2012, during the peak of the wars in Iraq and Afghanistan.",,,,,,3,,,,,12,,,,,,,,,,,,,4,
652007fa978b25ab5673c7e4,64028_3,"To be sure, the direct macroeconomic effect of Mr. Trump’s tariffs look to be slim. Net imports of steel and aluminum are about 0.2% of gross domestic product, compared <span>with 0.3% for</span> oil. Barclays estimates the tariff will add 0.1 percentage point to inflation and subtract 0.1 to 0.2 percentage point from economic growth, for one year.",,,1,,,,,1,,,,,,,,,,,,,,,2,,
652007fa978b25ab5673c7e4,7277_26,"For more information and the latest news on these variants, check our tracker. Jonathan Corum and
Advertisement
Democrats roll out a plan to send $1,400 stimulus payments to Americans earning up <span>to $75,000 a</span> year. House Democrats on Monday rolled out a main plank of President Biden’s stimulus plan, proposing legislation to send direct payments of $1,400 to Americans earning up to $75,000 and households with incomes up to $150,000.",2,,,,,,,,,,12,,,,,,,,,,3,,,,
65a67db4294f15985408e644,4167_3,"What was once the largest steel mill in the world will now get a $750 million facelift thanks to Trump’s 25 percent tariff on all imported steel into the United States, designed to protect American industries and jobs from being outsourced. In a statement this week, U.S. Steel executives said they would be revitalizing the Indiana plant which employs <span>about 3,800 American</span> workers, the Chicago Tribune noted. While U.S. Steel executives say they are not yet planning to increase the number of jobs at the Indiana plant, U.S. Steel Corp. President and CEO David Burritt said the company is “experiencing a renaissance” because of Trump’s tariffs.",,0,,,,,,,,,,,0,,,,,,,,,,,,0
65a67db4294f15985408e644,86954_2,"The Trump administration’s proposed cuts to the Environmental Protection Agency budget are deep and wide-ranging. It seeks to shrink spending by 31 percent, to $5.7 billion <span>from $8.1 billion</span>, and to eliminate a quarter of the agency’s 15,000 jobs. The cuts are so deep that even Republican lawmakers are expected to push back.",,,,,,3,,,,,,,0,,,,,,,,,,,,0
65a67db4294f15985408e644,195_4,"Among the biggest potential changes would involve nudging the corporate tax rate from the proposed 20 percent rate to 22 percent. Such a move would still result in a large cut from the current top rate <span>of 35 percent</span>, but would give lawmakers some additional money to use for other concessions to help win over reticent lawmakers. The higher rate was floated on Wednesday by two Republican senators, Marco Rubio of Florida and Mike Lee of Utah, who want to use the money from a higher corporate rate to pay for an expanded child tax credit.Continue reading the main story
“It makes us just as competitive, but it allows us to do the pro-worker reform that we desperately need,” Mr. Rubio said.",,,,,,3,,,,,,,,11,,,,,,,,,,,0
65a67db4294f15985408e644,83682_37,"Facebook’s revenue for the second quarter rose 11 percent from a year earlier to $18.7 billion, while profit jumped 98 percent to $5.2 billion. The results were well above analysts’ estimates <span>of $17.3 billion</span> in revenue with a profit of $3.9 billion, according to data provided by FactSet. More than three billion people come to Facebook or one of its family of apps on a regular basis, as the services have overtaken much of the developed world.",,,1,,,,,,,,,,,11,,,,,,,,,,,0
65a67db4294f15985408e644,56172_48,"Reported 2014 revenues of $4.8 billion for the company are up from $3.6 billion in 2009. Revenue for such luxury hotel chains as St. Regis and Ritz-Carlton <span>rose 35% last</span> year compared with 2008, according to market research firm STR Inc. Revenues at midscale chains such as Best Western and Ramada were down 1%.",,,1,,,,,1,,,,,,,,,,,,,,,,,0
65a67db4294f15985408e644,86954_21,"identify polluters and compel them to pay for the cleanup. But the proposed budget reduces its enforcement and remedial components <span>by 45 percent</span>, bringing it to $221 million from $404 million. E.P.A.",,,,6,,,,,,,,,,11,,,,,,,,1,,,
65a67db4294f15985408e644,7277_29,"Jonathan Corum and
Advertisement
Democrats roll out a plan to send $1,400 stimulus payments to Americans earning up to $75,000 a year. House Democrats on Monday rolled out a main plank of President Biden’s stimulus plan, proposing legislation to send direct payments of $1,400 to Americans earning up to $75,000 and households with incomes up <span>to $150,000.</span> The plan, drafted the day before key committees are scheduled to begin meeting to consider it, is at odds with proposals from some Republicans and moderate Democrats who want to curtail eligibility for direct payments, targeting it to lower-income people.",,,,,,3,,,,,,,,11,,,,,,,,,,,0
65a67db4294f15985408e644,4806_5,"The industry was enjoying gains driven by a strong economy, high demand to fix bridges and infrastructure after several major natural disasters, and an effort by President Barack Obama to limit steel imports from China. The tariffs sent the price of steel surging more <span>than 33 percent</span>. “We have a strong U.S. exposure; clearly we are a net beneficiary of the trade actions,” Aditya Mittal, chief financial officer of ArcelorMittal, said in August, according to Bloomberg News.",,,,,5,,,,,,,,,11,,,,,,,3,,,,
65a67db4294f15985408e644,22064_2,"“If the point is to protect American jobs, if the point is to protect small and medium-sized businesses, this is exactly the wrong way to do things.”
The mills and smelters that supply the raw material, and that would directly benefit from the tariffs, have been shrinking for years. Today, those industries employ fewer <span>than 200,000 people</span>. The companies that buy steel and aluminum, to make everything from trucks to chicken coops, employ more than 6.5 million workers, according to a Heritage Foundation analysis of Commerce Department data.",,,,,5,,,,,,,,0,,,,,,,,,1,,,
65a67db4294f15985408e644,334_10,"“I was raised — not against the system — but we had a doctor who would prescribe us herbs before a prescription” medication, Saur said. “For me, monetarily, it makes way more sense to do this.”
Saur’s tax penalty for being uninsured was a bit more <span>than $600 last</span> year, while the cheapest health plan she examined cost about as much for three months in premiums — and came with a $7,000 deductible. The penalty for not signing up is increasing.",,,,,,3,,,,,,,,11,,,,,,,,,2,,
65a67db4294f15985408e644,58_8,"Randy Pate, a senior official at the Centers for Medicare and Medicaid Services, said the Trump administration expects 600,000 people to buy the new insurance policies next year, with enrollment increasing to 1.6 million by 2022. The agency’s chief actuary, Paul Spitalnic, has estimated that premiums for short-term policies would be about half of the average premium for coverage sold in insurance exchanges under the Affordable Care Act, <span>roughly $340 against</span> $620 next year. Consumer advocates, doctors, hospitals and some insurance companies expressed deep concern about the new plans, saying they would not adequately protect people who develop serious illnesses and could further destabilize insurance markets by drawing away healthy people.",,,,,,3,,,,,,,,11,,,,,,,3,,,,
65a67db4294f15985408e644,18190_14,"Comcast announced after the Tax Cuts and Jobs Act passed in December that they will distribute $1,000 bonuses to more than one hundred thousand frontline and non-executive employees and invest more than $50 billion in infrastructure over the next several years as a result of Republicans passing tax reform. Fellow bank Wells Fargo also revealed that they will raise their staff minimum wage to $15 an hour and would also <span>target $400 million</span> in donations to community and non-profit organizations next year thanks to the Republican tax bill. AT&T announced that they will distribute more $1,000 bonuses to more than 200,000 of their employees and invest more than $1 billion next year in their domestic business.",,0,,,,,,,,,,,,,4,,,,,,,,,,0
65a67db4294f15985408e644,16853_17,"Yields move inversely to bond prices. The one-month bill's yield skidded more than 61 basis points to wrap up the session <span>at 2.347%,</span> its third-steepest drop since July 31, 2001. The benchmark 10-year Treasury rose 10/32, lowering its yield to 4.634%.",,,,,,3,,,8,,,,,,,,,,,,,1,,,
65a67db4294f15985408e644,44_23,"“Now, if Congress were to give us the $1 billion increase requested in the president’s budget proposal for fiscal year 2017, that means we’d be able to do more. If Congress were to fund the president’s budget, we estimate that the enforcement improvements we have planned would <span>yield $64 billion</span> over the 10-year budget window that’s commonly used. That would average out to about $6 billion a year.",,,,,,3,,,,,,,,11,,,,,,,,,,,0
65a67db4294f15985408e644,75_15,"The gain from 17,000 to 18,000 that happened during 2014 represented a not-particularly-exciting 5.9 percent increase. The move from 8,000 to 9,000 in 2009, just five years ago, was <span>a 12.5 percent</span> jump. As any index grows, a move from round number to round number will matter less.",,,1,,,,,1,,,,,,,,,,,,,,,,,0
65a67db4294f15985408e644,704_19,"Notably, even as expanded unemployment insurance benefits expired in early September, there was no surge in participation in the labor force. The labor force participation rate for all adults fell <span>by 0.1 of</span> a percentage point, to 61.6 percent. That suggests that the end of extra-generous job benefits may not be the solution to labor shortage woes that many business groups have argued it would be.",,0,,,,,,,,,,,0,,,,,,,,,,,,0
65a67db4294f15985408e644,1671_0,"As the reevaluation of the currency must pass through the dictatorship’s rubber-stamp legislature, it will not be confirmed until a final vote in the Iranian parliament. PressTV admitted the plan to remove the zeros, an attempt to strengthen the currency’s value, “found traction after the national currency lost more <span>than 60 percent</span> of its value in 2018,” after the United States withdrew from the international nuclear deal with Tehran. The outlet blamed Washington for sending the rial into a “tailspin” and prices of basic goods in the country “through the roof.”
The administration of President Donald Trump walked out of the nuclear deal, formally the 2015 Joint Comprehensive Plan of Action (JCPOA), after collecting significant evidence that Iran was violating the provisions of the deal and using its windfall from sanctions relief to fund Hezbollah, support Syrian dictator Bashar al-Assad, and spread the influence of Shiite terrorist organizations throughout the Middle East and Latin America.",,,,,,3,,,,,,,,11,,,,,,,3,,,,
65a67db4294f15985408e644,40041_6,"“But we’ve been treated so unfairly for so long.”
Twenty years ago, 21,100 Pennsylvanians were employed directly by iron and steel mills. Ten years later, that number dipped <span>to 13,600.</span> At the start of this year, just 10,600 Pennsylvanians worked in that industry, down slightly since Trump’s inauguration.",,0,,,,,,,,,,,0,,,,,,,,,1,,,
65a67db4294f15985408e644,7_0,"Class warrior Elizabeth Warren still worth millions, latest financial filings show
Democratic presidential hopeful and class warrior Sen. Elizabeth Warren, D-Mass., is still worth millions, new financial records show -- as she pushes a new wealth tax aimed at millionaires and billionaires. According to Warren’s presidential candidate personal financial disclosure, obtained by The Center for Public Integrity, Warren is worth somewhere between <span>roughly $4 million</span> and $10 million. The exact number is not clear as the report includes ranges for various investments and income streams, rather than exact amounts.",,,,,5,,,,,,,,,11,,,,,,,3,,,,
65a67db4294f15985408e644,6164_10,"The terrifying speed of the U.S. economic collapse from the pandemic has spurred lawmakers to action. Late Wednesday night, senators agreed on <span>a $2 trillion</span> aid package that would provide cash payments to nearly all Americans and would expand the unemployment system, among other changes. Final congressional approval is expected on Friday.",,0,,,,,,,,,,,0,,,,,,,,,,,,0
65a67db4294f15985408e644,334_20,"“What happened is they set up this new market where insurers didn’t have experience; insurers made an estimate as to what people would cost and their estimate turned out to be too low.”
Supporters point to a recent government analysis that suggests the “risk pool” — the number of high-cost sick customers relative to healthy ones — is not worsening and could even be improving. Medical costs per enrollee in the marketplaces fell by 0.1 percent in 2015, while medical costs for people in the broader health-insurance market grew by at <span>least 3 percent</span>. In states with strong enrollment growth, there were greater reductions in members’ costs.",,,,,5,,,,,,,,,11,,,,,,,3,,,,
65a67db4294f15985408e644,52214_2,"Despite an uptick in homes on the market and weakening home sales across the country, home ownership is out of reach for a growing number of middle-class buyers, according to a recent report from real estate brokerage Redfin. An analysis of U.S. homes on the market in 2017 and 2018 found that the number of affordable homes for sale has decreased <span>in 86 percent</span> of metro areas (of 49 included in the study), even as the number of homes on the market grew. While buyers normally benefit from better availability in competitive housing markets, it doesn’t help if the majority of available homes are priced for the wealthy.",,0,,,,,,,,,,,,,,,2,,,,,,,,0
65a67db4294f15985408e644,530_9,"Still, the newly voiced opposition to cash payments added to uncertainty about how quickly Congress would be able to finalize the giant stimulus plan that all parties agree is needed as the coronavirus overtakes American life and the economy. Democrats were working on their own proposals, which shun corporate loan programs being included by Republicans — such <span>as $50 billion</span> for airlines — suggesting that there will be difficulty in reaching bipartisan agreement. Meanwhile the crisis is worsening.",,,,6,,,,,,,12,,,,,,,,,,,,,,0
65a67db4294f15985408e644,51228_4,"That factory flight is hardly inevitable. The ISM survey showed the manufacturing index in July had slipped <span>to 58.1 percent</span> — it’s the lowest in fourth months, representing a steeper drop than forecasters anticipated. But it remains close to a multiyear high.",2,,,,,,,,,3,,,,,,,,,,,,1,,,
65a67db4294f15985408e644,135_6,President Trump cut off the payments in October. The other bill would provide <span>about $10 billion</span> over two years to help states create high-risk pools or otherwise help insurers cope with customers with especially high medical costs. House conservatives fiercely opposed both measures.,,,,,,3,,,,,,,,,,,,,6,,,,,,0
65a67db4294f15985408e644,11913_4,"The yield curve inversion also suggests that investors expect the Federal Reserve to keep cutting short-term interest rates in an effort to boost the economy, Rehling says. Fed officials cut the benchmark interest rate <span>by 0.25 percentage</span> points last month, the first rate cut since December 2008. Investors are now expecting the Fed to cut rates by another 0.25 percentage points during its next meeting in September.",,,,,,3,,,8,,,,,,,,,,,,,,,,0
65a67db4294f15985408e644,71054_8,"For some U.S. manufacturers, the pain of higher steel costs has been eased by tariffs imposed in September on $200 billion of Chinese imports. Byer Steel now has <span>about 130 employees</span>, including 20 hired last year. Sales totaled $45 million in 2018, a 30% increase.",,0,,,,,,,,,,,0,,,,,,,,,,2,,
65a67db4294f15985408e644,6164_20,"“They said I could finish out my day on Friday, don’t come in on Saturday, and I haven’t been back since, with no pay,” she said. Ms. Moore-Caraway, 46, was barely getting by on <span>the $10 an</span> hour she earned at the airport. She has no savings, and no idea how she will pay her $688 rent bill on April 1.",,,,,5,,,,,,,,,,4,,,,,,,1,,,
65a67db4294f15985408e644,199_0,"Daily Business Briefing
Oil prices <span>approached $100 a</span> barrel on Tuesday, the highest in more than seven years, and European gas futures briefly jumped more than 13 percent, amid rising concerns over armed conflict in Ukraine after the Kremlin ordered Russian troops into separatist territories late Monday. The price of Brent crude, the international benchmark, rose 4 percent, to about $99 a barrel.",,0,,,,,,1,,,,,,,,,,,,,,,,,0
65a67db4294f15985408e644,52214_14,"In Seattle, the share of affordable homes fell 14 percent from 2017 to 2018, leaving only 46 percent of homes within the reach of middle-class families. In San Jose, Calif., the share of affordable homes fell <span>from 26 percent</span> to 14 percent over the same time. According to the National Association of Realtors, existing home sales in December were down 10.3 percent year over year, the biggest drop since the housing market bottomed in 2011.",,,,,5,,,,,,,,,,,,2,,,,,1,,,
65a67db4294f15985408e644,40041_5,"“There’s going to be pressure from other countries at the beginning, so maybe there’s going to be a trade war, as they call it,” he said. “But we’ve been treated so unfairly for so long.”
Twenty years ago, <span>21,100 Pennsylvanians</span> were employed directly by iron and steel mills. Ten years later, that number dipped to 13,600.",,0,,,,,,,,,,,0,,,,,,,,,1,,,
65a67db4294f15985408e644,409_0,"“Once the withholding tables change in January, voters will realize their paychecks are bigger as a result of tax reform,” said Representative Steve Stivers of Ohio, who runs the House Republican campaign arm. But, alluding to past midterm defeats for the party in power at the White House, he acknowledged that “history is against us.”
To reinforce the party’s message, the primary House Republican “super PAC,” the Congressional Leadership Fund, is planning <span>a $10 million</span> advertising and grass-roots campaign beginning next month in some of their most competitive districts to highlight the rate reductions, higher standard deduction and child tax credits in the bill. Corporations such as AT&T and Wells Fargo delivered Republicans an immediate gift by announcing they would reward employees financially because of the tax cut.Continue reading the main story
Senator Mitch McConnell of Kentucky, the majority leader, said in an interview that Senate Republicans next year would batter the many Democrats who are on the ballot in states won by Mr. Trump, such places as North Dakota, West Virginia and Indiana, for opposing the bill.",,,,6,,,,,,,12,,,,,,,,,,3,,,,
65a67db4294f15985408e644,195_2,"Republican leaders still lack firm commitments from enough of their members to ensure passage later in the week, and significant changes were still being discussed on Wednesday. Among the biggest potential changes would involve nudging the corporate tax rate from the <span>proposed 20 percent</span> rate to 22 percent. Such a move would still result in a large cut from the current top rate of 35 percent, but would give lawmakers some additional money to use for other concessions to help win over reticent lawmakers.",,,,,,3,,,,,,,,11,,,,,,,,,,,0
65a67db4294f15985408e644,75_17,"SAVINGS RATE If you want to increase short-term returns, the best way to do so is to save more. This may seem obvious, but itâs worth remembering: Even if youâre saving 8 percent of your income, saving just one percentage point more instantly increases what youâve set aside <span>by 12.5 percent</span> that year. To see how a bit more savings might play out over time, plug a few numbers into The New York Timesâs 1% More Savings Calculator.",,,,,,,4,,,,,,,11,,,,,,,,,,,0
65a67db4294f15985408e644,6164_21,"Ms. Moore-Caraway, 46, was barely getting by on the $10 an hour she earned at the airport. She has no savings, and no idea how she will pay <span>her $688 rent</span> bill on April 1. She hasn’t been in the job long enough to qualify for unemployment, and the few places still hiring during the pandemic aren’t near bus routes.",,,,,,,4,,,,,,0,,,,,,,,,1,,,
65a67db4294f15985408e644,4806_12,"It would reduce the overall wage increase to just about 1.7 percent over nine years. “We have done so much for this company, and now they have the audacity to bring before us all these concessions when they are projected to <span>profit $2 billion</span> this year alone,” said Michael P. Young, a maintenance technician at a U.S. Steel plant in Portage, Ind., and a survivor of colon cancer. “I want the company to leave my health care alone.”
Young and others were particularly furious because the work they do can be perilous to their health.",2,,,,,,,,,,,,,11,,,,,,,,,,,0
65a67db4294f15985408e644,4806_17,"The percentage of steelworkers who are in a union fell from 36 percent in 2000 to 24 percent in 2017, according to the left-leaning Economic Policy Institute. Union steel jobs pay more <span>than 10 percent</span> more than nonunion jobs, according to the institute. Gibbs, of KeyBanc Capital Markets, says U.S. Steel also needs to invest in upgrading its plants and facilities — new types of technologies that require fewer workers.",,,,,5,,,,,,,,,11,,,,,,,3,,,,
65a67db4294f15985408e644,56172_46,"In luxury retail, meanwhile: “Our customers are confident, feel good about the economy in general and their personal balance sheets specifically,” said Karen Katz, chief executive of Neiman Marcus Group Ltd., last month. Reported 2014 revenues of $4.8 billion for the company are up <span>from $3.6 billion</span> in 2009. Revenue for such luxury hotel chains as St. Regis and Ritz-Carlton rose 35% last year compared with 2008, according to market research firm STR Inc.",,,1,,,,,,,3,,,,,,,,,,,,,,,0
65a67db4294f15985408e644,52214_15,"In Seattle, the share of affordable homes fell 14 percent from 2017 to 2018, leaving only 46 percent of homes within the reach of middle-class families. In San Jose, Calif., the share of affordable homes fell from 26 percent <span>to 14 percent</span> over the same time. According to the National Association of Realtors, existing home sales in December were down 10.3 percent year over year, the biggest drop since the housing market bottomed in 2011.",,0,,,,,,,,,,,,,,,2,,,,,,,,0
65a67db4294f15985408e644,16612_25,"“It can get pretty stressful living with so many people like this.”
Tired of living in such close quarters, Ms. Ezi began looking for a job that would pay more. In August, she found a full-time position as a sales representative at a store that sells birding equipment, where she <span>makes $13 an</span> hour plus tips. She remains on the staff at the pool, where she still picks up an occasional shift.",,,,,5,,,,,,,,0,,,,,,,,,,2,,
65a67db4294f15985408e644,13929_6,Join the conversation below. Fed officials lifted their benchmark rate by 0.75 percentage point on Nov. 2 to a range <span>between 3.75% and</span> 4%. Many officials have signaled they are leaning toward approving a 0.5-point increase at their Dec. 13-14 meeting.,,,,,,3,,,8,,,,,,,,,,,,,,,,0
65a67db4294f15985408e644,22064_9,"He buys most of his raw material from domestic mills, but he expects them to raise prices as their foreign competitors are hit by tariffs of up to 25 percent.Continue reading the main story
Right now, he pays around $600 per ton of steel wire rod. The impact of a 25 percent tariff would <span>add $150 to</span> that price. He makes only $40 in profit per ton, though, so the math would destroy his balance sheet.",2,,,,,,,,,3,,,,,,,,,,,,1,,,
65a67db4294f15985408e644,29994_50,"Those are not the largest military budgets in recent history, let alone all of American history. Even if inflation is not taken into account, Mr. Obama signed <span>a $726 billion</span> National Defense Authorization Act for the 2011 fiscal year. Adjusted for inflation, Congress authorized more money for the Pentagon every fiscal year from 2007 to 2012, during the peak of the wars in Iraq and Afghanistan.",,,,,,3,,,,,,,,11,,,,,,,3,,,,
65a67db4294f15985408e644,64028_3,"To be sure, the direct macroeconomic effect of Mr. Trump’s tariffs look to be slim. Net imports of steel and aluminum are about 0.2% of gross domestic product, compared <span>with 0.3% for</span> oil. Barclays estimates the tariff will add 0.1 percentage point to inflation and subtract 0.1 to 0.2 percentage point from economic growth, for one year.",,0,,,,,,,,3,,,,,,,,,,,,1,,,
65a67db4294f15985408e644,7277_26,"For more information and the latest news on these variants, check our tracker. Jonathan Corum and
Advertisement
Democrats roll out a plan to send $1,400 stimulus payments to Americans earning up <span>to $75,000 a</span> year. House Democrats on Monday rolled out a main plank of President Biden’s stimulus plan, proposing legislation to send direct payments of $1,400 to Americans earning up to $75,000 and households with incomes up to $150,000.",,,,,,3,,,,,,,,11,,,,,,,,,,,0
