user,instance_id,displayed_text,"Good work! You answered the sample questions correctly. Please confirm that you have read all instructions, because you'll now do 2 examples on your own.:::I have read all provided instructions","If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Market Numbers (e.g., any financial market)"," If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)","The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant' is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)","frame:::Firm-specific (e.g., discusses stock prices, debt offerings, and capital investments)","frame:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)","frame:::Industry-specific (e.g., discusses agricultural prices, manufacturing output, and retail sales)",frame:::Not Relevant to the U.S. Economy,"frame:::Personal (e.g., discusses household expenditures and personal debts)",macro_indicator:::Other,"macro_indicator:::Job Numbers (e.g., jobs, unemployment)","macro_indicator:::Housing (e.g., Start, Sales, Pricing)","macro_indicator:::Interest Rates (e.g., Fed, Mortgage)",macro_indicator:::Currency Values,macro_indicator:::Not general type 'Macroeconomic / General Economic Conditions',macro_indicator:::Not Relevant to the U.S. Economy,"macro_indicator:::Market Numbers (e.g., any financial market)","macro_indicator:::Macroeconomy (e.g., GDP)","macro_indicator:::Prices (e.g., CPI, PPI)","spin:::Neutral (e.g., GDP was worth X US dollars)","spin:::Negative (e.g., prices skyrocketed)",spin:::Not general type 'Macroeconomic / General Economic Conditions',spin:::Not Relevant to the U.S. Economy,"spin:::Positive (e.g., inflation dropped)","Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Firm-specific (e.g., discusses stock prices, debt offerings, and capital investments)","Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)","Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Housing (e.g., Start, Sales, Pricing)","Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Not general type 'Macroeconomic / General Economic Conditions'","Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)","Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Not general type 'Macroeconomic / General Economic Conditions'",You have answered all practice questions correctly! You may access the instructions at any time during the study using the links at the top left the screen.:::I have identified the links to the instruction set and codebook,Please note that we reserve the right to reject your annotations if the provided instructions are not followed.:::I understand that my answers will be rejected if I do not follow the instructions
66463e4efb99fba5a67a010a,Economic-Article-Quant-Annotation-instructions1_example.html,instructions1_example,,,,"The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant' is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
66463e4efb99fba5a67a010a,90411_5,"“You do that for political reasons. But all we do is open ourselves up to criticism and make ourselves look bad.” As economists and trade analysts sorted through <span>the 1,800</span>-plus pages of the new accord, they saw few signs of major change. Lorenzo Caliendo, an economics professor at Yale University’s School of Management who co-authored a NAFTA study published in 2015 that concluded each American had gained about $45 a year from that treaty, said the new agreement would “clearly not” return significant numbers of manufacturing jobs to the United States.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
66463e4efb99fba5a67a010a,40639_1,"He will step down early to ensure a successor is in place well before his term ends in January 2019  Updated Nov.<span> 6,</span> 2017 2:00 pm ET  The Federal Reserve Bank of New York announced Monday that its leader William Dudley is planning to step down early and retire in the middle of next year. In a press release, the bank said Mr. Dudley is planning to leave ahead of the end of his current term’s conclusion in January 2019 “to ensure that a successor is in place well before the end of his term.”  Mr. Dudley’s impending retirement had been a matter of speculation for central bank observers for a while, but many were caught off guard by the accelerated timetable.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
66463e4efb99fba5a67a010a,7188_7,"Rubin being one of those media figures, has criticized what she claimed were ""false"" and ""untrue"" accusations from the GOP on domestic drilling and the Keystone XL Pipeline. In the same poll referenced by Rubin, the Biden administration has <span>a 58% disapproval</span> rating on the economy, a 12-month high according to the data.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
66463e4efb99fba5a67a010a,7402_4,"ET Unemployment in the United States has reached its highest levels since the Great Depression, a horrifying milestone that may take the country years to recover from. <span>Some 20.5 million</span> jobs disappeared in the worst monthly loss on record, meaning that nearly all of the job growth since the 2008 recession has been lost in one month. The new coronavirus has wrought economic devastation with stunning speed, considering the unemployment rate was just 3.5% in February.",,,,,,0,,,,,0,,,,,,,,,,1,,,,,,,,,,,
66463e4efb99fba5a67a010a,42077_14,"Indeed, the maps have been long been viewed as inexact. One recent federal report estimated there was <span>a 40 percent</span> “uncertainty of flood predictions.” In 2015, in its highly technical 180-page challenge to FEMA’s proposed new maps, the city argued that the federal agency had overstated the base flood elevation — the height of flooding that might be expected in a 100-year flood — by two feet in some areas. FEMA also inflated the flood zone area by a third, the city claimed, “unnecessarily putting approximately 26,000 buildings and 170,000 residents” in higher-risk locations and “causing an affordability challenge.” In March, at the city’s request, the RAND Corporation detailed the maps’ potential impact in Brooklyn, Queens and Staten Island.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
66463e4efb99fba5a67a010a,77015_15,"Now, Starbucks is betting people will pay as much as $1 an ounce. * U.S. Stocks Rally; Meta Shares JumpLive Coverage, * Consumers Prop Up Economy as Higher Rates Hit GrowthApril 27,<span> 2023,</span> * Chinese Authorities Question Bain Staff in ShanghaiApril 27, 2023,  * U.S. Stocks Rally; Meta Shares JumpLive Coverage, * Consumers Prop Up Economy as Higher Rates Hit GrowthApril 27, 2023, * Chinese Authorities Question Bain Staff in ShanghaiApril 27, 2023, * Why No Buyer Has Emerged for First RepublicApril 27, 2023, * Lyft Says it Will Cut More Than 1,000 People in New Round of LayoffsApril 27, 2023, * Iran Seizes U.S.-Bound Oil TankerApril 27, 2023, * DeSantis’s Miscalculation: ‘Disney Is Playing the Long Game’April 27, 2023, * U.S. Sanctions Russian, Iranian Security Services Over Wrongful DetentionsApril 27, 2023, * Fire Sale: $300 Million San Francisco Office Tower, Mostly Empty. Open to Offers.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
66463e4efb99fba5a67a010a,14981_17,"Also high on the sell list: crypto. So far this year, bitcoin has lost more than half of its value and currently trades at its lowest level since <span>late 2020.</span> Ethereum, another popular cryptocurrency, has fallen around 68% so far this year.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
66463e4efb99fba5a67a010a,57262_13,"Many communities with the lowest income from assets are made up predominantly of people of color, according to the report. Annual asset income per capita in Manhattan — about $64,200 — is 13 times that of the Bronx next door, <span>where 90% of</span> the population is non-white, EIG reports. For more Americans to have a “seat at the table” of the economic system, the report concludes, “lawmakers should consider ways in which public policy can open up more pathways to asset ownership to a wider array of Americans.” Check out the entire report here.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
66463e4efb99fba5a67a010a,7188_0,"Washington Post's Jennifer Rubin calls voters 'stupid' for blaming Biden on rising gas prices ABC News poll <span>shows 70% of</span> Americans disapprove of Biden's handling of inflation Washington Post columnist Jennifer Rubin called voters ""stupid"" on Sunday for blaming President Biden’s handling of rising gas prices. Rubin shared an ABC News poll on Twitter that showed a majority of Americans disapproved of Biden’s handling on inflation.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
66463e4efb99fba5a67a010a,90497_10,"Untreated hearing loss can lead to cognitive decline, isolation and dementia, but only a fraction of the 28.8 million who could benefit from hearing aids use them, according to the National Institute on Deafness and Other Communication Disorders. Of those who could benefit, <span>just 16 percent</span> of adults under 69 and just 30 percent over 70 have them, the agency said. Studies have shown that it takes up to seven years from the time someone first learns they have hearing loss to the point they purchase a hearing aid.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
66463e4efb99fba5a67a010a,7402_15,"The Department of Labor’s April jobs report, which will be issued Friday, is expected to be the worst one in 60 years. Economists predict the U.S. unemployment rate will reach at <span>least 16%,</span> the highest since the Great Depression. In February, the unemployment rate had dropped to 3.5%, a 50-year low.",,,,,,0,,,,,0,,,,,,,,,,1,,,,,,,,,,,
66463e4efb99fba5a67a010a,86776_0,"Some bankers say they have earned nothing in recent deals  Jan.<span> 3,</span> 2018 5:00 am ET  Fierce competition to underwrite debt offerings in Asia’s booming U.S.-dollar bond market is forcing some big global banks to work on deals for next to nothing. Barclays PLC and Standard Chartered PLC STAN 0.13%increase; green up pointing triangle were among seven banks that recently helped sell a total of $1.3 billion in dollar-denominated bonds from three state-owned Indian companies, effectively providing their services free of charge.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
66463e4efb99fba5a67a010a,7402_6,"Some 20.5 million jobs disappeared in the worst monthly loss on record, meaning that nearly all of the job growth since the 2008 recession has been lost in one month. The new coronavirus has wrought economic devastation with stunning speed, considering the unemployment rate was <span>just 3.5% in</span> February. During the Great Depression, that figure reached nearly 25%.",,,,,,0,,,,,0,,,,,,,,,,1,,,,,,,,,,,
66463e4efb99fba5a67a010a,11647_0,"Speaking before House committee, emphasizes no decision has been made yet  Updated Nov.<span> 4,</span> 2015 4:09 pm ET  The Federal Reserve may raise short-term interest rates in mid-December so long as the U.S. economy remains on track, Chairwoman Janet Yellen said Wednesday. The Fed expects that “the economy will continue to grow at a pace that is sufficient to generate further improvements in the labor market and to return inflation to our 2% target over the medium term, and if the incoming information supports that expectation, then... December would be a live possibility,” Ms. Yellen said while testifying before the House Financial Services Committee.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
66463e4efb99fba5a67a010a,37452_8,"They found that infection rates at least 12 days after a third injection were five- to 11-fold lower among the boosted population than among those who did not receive an extra injection. Rates of severe illness were 6.5-fold lower for <span>those 60 years</span> or older and threefold lower for those aged 40 to 60, the researchers said. Death rates were nearly fivefold lower for those aged 60 and up.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
66463e4efb99fba5a67a010a,95489_7,"The trials won’t start yielding results until next year, but a small study led by Pedro Cahn, a doctor in Argentina, offers some reason for optimism. In that 48-week trial, dolutegravir plus 3TC suppressed HIV levels in 18 out <span>of 20 previously</span> untreated patients. Even if Glaxo’s large clinical trials succeed, it could face another challenge: inertia.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
66463e4efb99fba5a67a010a,88252_31,"Before the uprising began in March 2011, he said, Syria produced about 380,000 barrels of oil and more than a billion cubic feet of natural gas daily. Production is down to <span>just 50,000 barrels</span> of oil and 565 million cubic feet of gas, he said. Most of the country's largest oil fields, in the northeastern and eastern provinces of Deir al-Zour, Hasakah and Raqqa, are ""temporarily"" under the control of rebels and antigovernment militias, according to the official.",,,,,,0,,,,11,,,,,,,,,,,1,,,,,,,,,,,
66463e4efb99fba5a67a010a,60609_20,"“Some people in North Korea worried about war,” said Choi Sul-Kyung, a 28-year-old North Korean soldier who defected last year. “But they also thought we might win.”  Write to Alastair Gale at alastair.gale@wsj.com  87990cbe856818d5eddac44c7b1cdeb8  Appeared in the September 19,<span> 2016,</span> print edition as 'Roots Help Kim Tighten Grip in North Korea'.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
66463e4efb99fba5a67a010a,Economic-Article-Quant-Annotation-instructions2_example.html,instructions2_example,,"If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Market Numbers (e.g., any financial market)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66463e4efb99fba5a67a010a,63152_2,"Ms. Friedan called Mrs. Schlafly an “Aunt Tom.” Mrs. Schlafly became a forceful conservative voice in the 1950s, when she joined the right-wing crusade against international Communism. In the 1960s, with her popular self-published book “A Choice Not an Echo” (it sold more than three million copies) and a growing legion of followers, she gave critical support to the presidential ambitions of Senator Barry Goldwater, the hard-right Arizonan who went on to lead the Republican Party to electoral disaster <span>in 1964,</span> but who planted the seeds of a conservative revival that would flower with the rise of Ronald Reagan. And in the 1970s, Mrs. Schlafly’s campaign against the Equal Rights Amendment played a large part in its undoing.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
66463e4efb99fba5a67a010a,15283_18,"That sentiment has led to a wider-than-normal disparity in the price of hogs in the front-month contract—February—and for contracts with later dates, according to analysts. On Friday, February hog futures <span>rose 0.57 cent</span>, or 0.7%, to 85.82 cents a pound at the Chicago Mercantile Exchange. Prices hit the highest levels for a front-month contract in seven weeks on Jan 3.",,,,,1,,,,,,,,,,12,,,,,,,4,,,,,,,,,,
66463e4efb99fba5a67a010a,57262_7,"The EIG report — which focused specifically on income from interest, stock dividends and rent — discovered that the gap between counties with the lowest and highest asset income per capita increased sixfold between 1990 and 2019. And asset income has become more geographically concentrated: It nearly doubled since 1990 in the <span>top 10% of</span> counties, but barely changed for the bottom 90% of counties. The report demonstrates that while asset values may soar, they are only enjoyed by a fraction of Americans, while the rest must depend on wages.",,,,,1,,,,,,,,,,12,,,,,,,4,,,,,,,,,,
66463e4efb99fba5a67a010a,7402_1,"COVID-19, the disease caused by the coronavirus, was officially declared a pandemic by the World Health Organization on March 11. More <span>than 3.8 million</span> cases of the virus have been confirmed worldwide, and more than 270,000 people have died from it, according to data compiled by Johns Hopkins University. Efforts to curb the outbreak have led to the global disruption of daily life and the economy, as schools and workplaces shutter in hopes of slowing transmission.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
66463e4efb99fba5a67a010a,23953_8,"Russia’s tensions with the West have been sharply escalated by the conflict in Ukraine between pro-Moscow separatists in the country’s east and the Western-backed government in Kiev. More <span>than 6,000 people</span> have died during a year of fighting, according to the United Nations. Putin said that Russia did not seek to be any nation’s enemy, but he held out little hope of improved relations with the United States.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
66463e4efb99fba5a67a010a,26248_10,"Inflation is on the rise. The measure of inflation, called ""core consumer price index,"" in April increased to its highest level <span>in 13 years</span>, to 4.1%, and this is after an increase to 2.6% in March, which was the highest level since 2018. These increased measures of inflation are showing up even before a ""full"" reopening of normal activity across the U.S. economy.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
66463e4efb99fba5a67a010a,11647_4,"“We fully expect that the economy will evolve in such a way that we can move at a very gradual pace, and of course, after we do so, we will be watching very carefully whether our expectations are realized.”  Fed governor Lael Brainard last month called for caution on raising rates, citing weakness overseas and persistently low domestic inflation. As measured by the Commerce Department’s personal consumption expenditures price index, U.S. inflation has undershot the central bank’<span>s 2% annual</span> target for more than three years. Ms. Yellen, referring Wednesday to Ms. Brainard’s remarks, told lawmakers that “if we were to move, say in December, it would be based on an expectation—which I believe is justified—that with an improving labor market and transitory factors fading, that inflation will move up to 2%.",,,,,,0,,,,,,,8,,,,,,,,1,,,,,,,,,,,
66463e4efb99fba5a67a010a,90411_2,"“We see this rebranded NAFTA agreement as a marketing exercise,” Rupkey said. “The harsh war of words from Trump’s economics team terrified markets, consumers and businesses for a time, but what the U.S. actually got was much more modest than what the angry war of words seemingly demanded.” On Wall Street, the Dow Jones industrial average rose Monday about 193 points, or less <span>than 1 percent</span>, to close at 26,651.21. Trump celebrated the new agreement with a White House Rose Garden ceremony in which he said the deal included stronger labor protections and would make it easier for American farmers to sell to Canadian customers.",,,,,1,,,,,,,,,,12,,,,,,,4,,,,,,,,,,
63e5be4daa8fac2e51d4fe91,Economic-Article-Quant-Annotation-instructions_confirm.html,instructions_confirm,"Good work! You answered the sample questions correctly. Please confirm that you have read all instructions, because you'll now do 2 examples on your own.:::I have read all provided instructions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63e5be4daa8fac2e51d4fe91,57262_5,"Ironically, Federal Reserve officials are meeting virtually this week to discuss “Macroeconomic Policy in an Uneven Economy” for their annual Jackson Hole Symposium. The EIG report — which focused specifically on income from interest, stock dividends and rent — discovered that the gap between counties with the lowest and highest asset income per capita increased sixfold between 1990 and<span> 2019.</span> And asset income has become more geographically concentrated: It nearly doubled since 1990 in the top 10% of counties, but barely changed for the bottom 90% of counties.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
63e5be4daa8fac2e51d4fe91,50136_8,"He’s down from 34 percent in November. Pollster Scott Clement points out Clinton’s standing is similar to eight years ago, when she <span>was 28 points</span> ahead of Barack Obama (though the dynamics in 2016 are decidedly different), and that the race is much closer in both Iowa and New Hampshire. Clinton is being helped by the renewed focus on national security: 64 percent say she would handle terrorism better than he would.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
63e5be4daa8fac2e51d4fe91,90411_0,"President Trump casts his new North American trade agreement as “the biggest trade deal in the United States’ history” — one that would return lost manufacturing jobs to American shores, discourage future outsourcing of factory work, and “send cash and jobs pouring into the United States.” But many economists and trade experts say the president’s forecast may prove overly optimistic, given the limited changes that are envisioned and the powerful economic forces that already have reshaped regional commerce. While some industries and regions would fare better than others, the sheer size of <span>the $20 trillion</span> U.S. economy will probably swamp those specific effects. The accord, which the president has christened the U.S.-Mexico-Canada Agreement, would require automobiles to include more North American parts to qualify for duty-free treatment, pry open a sliver of Canada’s dairy market and update trading rules for the Internet economy.",,,,,,0,,,,,,,,,,,,3,,2,,,,,,,,,,,,
63e5be4daa8fac2e51d4fe91,Economic-Article-Quant-Annotation-example2.html,example2,,,,,,,,,,,,,,,,,,,,,,,,,,"Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)","Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Housing (e.g., Start, Sales, Pricing)",,"Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)",,,
63e5be4daa8fac2e51d4fe91,57262_2,"Teton County, home of the Grand Teton National Park and popular ski slopes, has increasingly attracted the uber-rich, boosting the area’s annual per capita asset income to an eye-popping $161,400, EIG found. (Jackson Hole has also led the nation in per capita income, boasting an average of $250,000 per resident <span>in 2018.</span>) Not faring nearly so well at the opposite end of the spectrum in an “asset desert” is Ogala Lakota County — with just $2,800 in asset income per capita, a third of the national average.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
63e5be4daa8fac2e51d4fe91,7188_5,"Although the White House and its allies in the media have attempted to blame ongoing inflation issues on Russian President Vladimir Putin because of his invasion of Ukraine, inflation reports indicated record levels of increase in February, prior to the invasion. Even in Dec. 2021, months before the Ukraine invasion, inflation rose by 6.8%, the largest single increase in <span>almost 40 years</span>. Gas prices have also reached record averages of over $4 a gallon.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
63e5be4daa8fac2e51d4fe91,57892_10,"“Over time, we would expect some correlated stress in communities that are dependent on oil and gas.”  Wells Fargo, the fourth largest U.S. bank by assets, is giving special attention to loans in metropolitan areas where more than 3% of jobs are directly tied to energy production, Mr. Shrewsberry said. The bank’s shares fell <span>around 0.7% on</span> the day. Despite the improved performance of the bank’s holdings of residential mortgages, a worsening of loans to energy companies prompted the bank to hold steady the amount that it had previously set aside to cover losses.",,,,,1,,,,,,,,,,12,,,,,,,4,,,,,,,,,,
63e5be4daa8fac2e51d4fe91,26248_12,"Inflation is on the rise. The measure of inflation, called ""core consumer price index,"" in April increased to its highest level in 13 years, to 4.1%, and this is after an increase <span>to 2.6% in</span> March, which was the highest level since 2018. These increased measures of inflation are showing up even before a ""full"" reopening of normal activity across the U.S. economy.",,,,,,0,,,,,,,,,,,,,5,,1,,,,,,,,,,,
63e5be4daa8fac2e51d4fe91,91360_0,"Rule required under financial overhaul restricts unchecked ability to lend to banks during crisis  Updated Nov.<span> 30,</span> 2015 4:12 pm ET  The Federal Reserve on Monday adopted a rule curtailing its flexibility to rescue struggling firms during a crisis, seeking to assuage Capitol Hill concerns about the central bank’s broad and largely unchecked powers to pump money into the financial system. The rule was required by the 2010 Dodd-Frank financial overhaul law, which directed the Fed to limit emergency lending to “broad-based” programs rather than to a select few institutions.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
63e5be4daa8fac2e51d4fe91,23953_2,"The ruble has strengthened considerably in recent weeks. On Thursday, it was hovering close to 49 to the U.S. dollar, after briefly falling <span>to 80 in</span> December. Inflation also significantly slowed in March, Putin said, although it remains at an annualized rate of 11 percent.",,,,,,0,,,,,,,,9,,,,,,2,,,,,,,,,,,,
63e5be4daa8fac2e51d4fe91,39304_0,"Agency approved new policy that would unwind Obama-era regulations on internet traffic as part of regulatory rollback  Updated Dec.<span> 14,</span> 2017 5:11 pm ET  WASHINGTON—The Federal Communications Commission Thursday voted to roll back far-reaching rules governing how internet-service providers treat traffic on their networks, a move expected to empower cable and wireless providers and transform consumers’ online experience. The 2015 “net neutrality” rules were one of the signature regulatory actions of the Obama administration, requiring broadband providers to treat all traffic equally, without blocking or slowing content, or providing fast lanes for favored sites and services.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
63e5be4daa8fac2e51d4fe91,Economic-Article-Quant-Annotation-instructions3_example.html,instructions3_example,,," If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63e5be4daa8fac2e51d4fe91,57892_19,"Wells Fargo executives said Wednesday that the bank’s profitability is still better than peers. The firm reported its net interest margin, a measure of how profitably it can lend out its customers’ deposits, fell to 2.96% from 2.97% at the end of June <span>and 3.06% in</span> the third quarter a year ago. That margin has been challenged by the Federal Reserve’s policy of keeping interest rates low, a policy that Wells Fargo executives said would continue for longer than the industry had previously expected.",,,,,1,,,,,,,,,,12,,,,,,,4,,,,,,,,,,
63e5be4daa8fac2e51d4fe91,50136_5,"WHILE YOU WERE SLEEPING: — “American-led airstrikes killed at least 180 Islamic State fighters as local Kurdish forces scrambled to repel a bold, multi-pronged assault by the militants,” Missy Ryan and Loveday Morris report from Iraq. — Ahead of tomorrow night’s Democratic debate, a fresh Washington Post-ABC News poll shows Clinton with a 2-1 edge over Sanders in the national race:<span> 59 percent</span> of Democratic-leaning registered voters support her, compared to 28 percent for him. He’s down from 34 percent in November.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
63e5be4daa8fac2e51d4fe91,23953_1,"The ruble has strengthened considerably in recent weeks. On Thursday, it was hovering close <span>to 49 to</span> the U.S. dollar, after briefly falling to 80 in December. Inflation also significantly slowed in March, Putin said, although it remains at an annualized rate of 11 percent.",,,,,,0,,,,,,,,9,,,,,,2,,,,,,,,,,,,
63e5be4daa8fac2e51d4fe91,12832_6,"Intermediate prices for processed goods—a proxy for the cost of goods such as metals, paint and fuel—rose 4.7% in April from a year earlier, the Labor Department said Wednesday. In that category, gasoline prices were up 14.6% from a year earlier and steel mill products were <span>up 7.4%.</span> Intermediate services prices—everything from warehousing costs to security guards—rose 3.1% from a year earlier.",,,,,,0,,,,,,,,,,,,,5,2,,,,,,,,,,,,
63e5be4daa8fac2e51d4fe91,37452_27,"On Wednesday, however, businesses all along the state’s northern border were celebrating the news that in November, fully vaccinated Canadians would again be allowed into the United States via the two nations’ heavily trafficked land crossings. “A simple ‘Yahoo!’ seems to be the right answer,” said Kristy Kennedy, the vice president of marketing and tourism for the North Country Chamber of Commerce, in Plattsburgh, <span>about 25 miles</span> south of Quebec. “We could not be happier.” That sentiment spread across the state to Niagara Falls and other western New York towns and cities, where the border restrictions — and burdensome rules for American travel to Canada — had crippled usually robust business relationships as well as personal ones, separating some extended families for a year or longer.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
63e5be4daa8fac2e51d4fe91,39304_22,"The 2015 “net neutrality” rules were one of the signature regulatory actions of the Obama administration, requiring broadband providers to treat all traffic equally, without blocking or slowing content, or providing fast lanes for favored sites and services. * China Ratchets Up Pressure on Foreign CompaniesApril 27,<span> 2023,</span> * Amazon Rebounds From Postpandemic Doldrums, but Says Cloud Growth Is SlowingApril 27, 2023, * Stocks Rally, Led by NasdaqApril 27, 2023,  * China Ratchets Up Pressure on Foreign CompaniesApril 27, 2023, * Amazon Rebounds From Postpandemic Doldrums, but Says Cloud Growth Is SlowingApril 27, 2023, * Stocks Rally, Led by NasdaqApril 27, 2023, * Higher Rates Hit U.S. GrowthApril 27, 2023, * Denied a Gun License Over School Threat, Accused Leaker Jack Teixeira Later Got Top-Secret ClearanceApril 27, 2023, * Iran Seizes U.S.-Bound Oil TankerApril 27, 2023, * DeSantis’s Miscalculation: ‘Disney Is Playing the Long Game’April 27, 2023, * U.S. Sanctions Russian, Iranian Security Services Over Wrongful DetentionsApril 27, 2023, * Fire Sale: $300 Million San Francisco Office Tower, Mostly Empty. Open to Offers.",,,,,,,,6,,,,,,,,13,,,,,,,5,,,,,,,,,
63e5be4daa8fac2e51d4fe91,Economic-Article-Quant-Annotation-example1.html,example1,,,,,,,,,,,,,,,,,,,,,,,,,"Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Firm-specific (e.g., discusses stock prices, debt offerings, and capital investments)",,,"Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Not general type 'Macroeconomic / General Economic Conditions'",,"Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Not general type 'Macroeconomic / General Economic Conditions'",,
63e5be4daa8fac2e51d4fe91,12832_4,"But “going forward, product prices must reflect the true cost because we cannot subsidize the increased freight.” Across industries, input prices began climbing in 2016 and are outpacing overall inflation. Intermediate prices for processed goods—a proxy for the cost of goods such as metals, paint and fuel—<span>rose 4.7% in</span> April from a year earlier, the Labor Department said Wednesday. In that category, gasoline prices were up 14.6% from a year earlier and steel mill products were up 7.4%.",,,,,,0,,,,,,,,,,,,,5,,1,,,,,,,,,,,
