user,instance_id,displayed_text,"If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Market Numbers (e.g., any financial market)","If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Not general type 'Macroeconomic / General Economic Conditions'",frame:::Not Relevant to the U.S. Economy,"frame:::Personal (e.g., discusses household expenditures and personal debts)",frame:::Other,"frame:::Firm-specific (e.g., discusses stock prices, debt offerings, and capital investments)","frame:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)","frame:::Industry-specific (e.g., discusses agricultural prices, manufacturing output, and retail sales)","frame:::Government revenue and expenses (e.g., discusses taxes, budgets, and treasury issuances)","macro_indicator:::Prices (e.g., CPI, PPI)","macro_indicator:::Market Numbers (e.g., any financial market)","macro_indicator:::Macroeconomy (e.g., GDP)",macro_indicator:::Not Relevant to the U.S. Economy,"macro_indicator:::Energy Prices (eg., oil, gas)",macro_indicator:::Other,"macro_indicator:::Interest Rates (e.g., Fed, Mortgage)","macro_indicator:::Wages (e.g., minimum wage, average wage)",macro_indicator:::Confidence,"macro_indicator:::Housing (e.g., Start, Sales, Pricing)",macro_indicator:::Not general type 'Macroeconomic / General Economic Conditions',macro_indicator:::Retail Sales,"macro_indicator:::Job Numbers (e.g., jobs, unemployment)",spin:::Not Relevant to the U.S. Economy,spin:::Unknown,"spin:::Neutral (e.g., GDP was worth X US dollars)","spin:::Positive (e.g., inflation dropped)","spin:::Negative (e.g., prices skyrocketed)",spin:::Not general type 'Macroeconomic / General Economic Conditions',"Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Firm-specific (e.g., discusses stock prices, debt offerings, and capital investments)","Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)","Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Housing (e.g., Start, Sales, Pricing)","Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Not general type 'Macroeconomic / General Economic Conditions'","Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)","Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Not general type 'Macroeconomic / General Economic Conditions","Good work! You answered the sample questions correctly. Please confirm that you have read all instructions, because you'll now do 2 examples on your own.:::I have read all provided instructions","The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant' is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)",You have answered all practice questions correctly! You may access the instructions at any time during the study using the links at the top left the screen.:::I have identified the links to the instruction set and codebook,Please note that we reserve the right to reject your annotations if the provided instructions are not followed.:::I understand that my answers will be rejected if I do not follow the instructions," If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)"
5f067c54f05beb1e8392a532,305_9,"The problem is that we were applying this old standard to a candidate who was exploiting it for his own purposes — while seeking to undermine democracy itself. Advertisement In the late afternoon of Nov.<span> 8,</span> 2016, Election Day, I walked into The Post’s newsroom with a column already started about Hillary Clinton’s supposedly inevitable victory. A few hours later, I was scrambling, just like every reporter, editor and commentator.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,58696_1,"Markets without rules are theft.” As in her stump speeches, Ms. Warren also spoke at length about the systemic effects of racism, especially in worsening economic inequality. In the 1960s, she noted, when redlining and other forms of housing discrimination were legal, the homeownership gap between black and white Americans <span>was 27 percentage</span> points. Today, it is 30 percentage points.",,,,,,,,2,,,,,,,,,,,,12,,,,,,,,4,,,,,,,,,,,
5f067c54f05beb1e8392a532,49697_5,"The sport soared in popularity when the Olympics came to Bosnia in 1984 and a Slovenian, Jure Franko, won silver in the giant slalom to clinch Yugoslavia’s first Winter Olympic medal ever. Brezovica, <span>about 250 miles</span> southeast of Sarajevo, served as a backup for those games, but Yugoslavia’s more hard-bitten skiers already knew the place for offering the steepest slopes and deepest powder for the fewest dinars. There near the Serbian enclave of Strpce about 35 miles south of Pristina, storms slam into the 8,000-foot Sharr Mountains that rocket out of the Metohija basin with abrupt ridges and mighty shoulders cupping some of the continent’s most extensive pasturelands.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,73212_9,"Expanded supply has helped moderate commodity prices over the past year after a decade of demand from China helped push many prices into the stratosphere. The International Monetary Fund's index of all commodity prices is down about 12% from recent peaks; it had roughly tripled Between 2000 and<span> 2011.</span> Copper is down 28% from its record high in 2011, while thermal coal has fallen by more than half since a 2008 peak.",,,,,,,,2,,,,,,,,,,,,12,,,,,,,,4,,,,,,,,,,,
5f067c54f05beb1e8392a532,49862_3,"The phone company’s share price barely advanced during a period when stocks more than doubled in value. From the announcement of Time Warner’s acquisition to word of its spinoff, shares of AT&T gained <span>just 12.6 percent</span> compared to a 112.7 percent increase in the S&P 500. The company’s market capitalization — the value of all its outstanding stock — has fallen by about 20 percent since the end of 2016, according to data compiled by Bloomberg.",,,,,,1,,,,,,,,,,,,,,12,,,,,,,,4,,,,,,,,,,,
5f067c54f05beb1e8392a532,20028_13,"Sales per square foot at the nation's malls grew just 2.6% last year—their slowest pace since 2009, according to International Council of Shopping Centers. Vacancy rates are stubbornly high, at an average of more <span>than 8% at</span> regional malls, not far off a 2011 peak in of 9.4%, according to data company Reis Inc.  ""Just because people are making fewer trips to the mall doesn't mean they're spending less,"" said Jesse Tron, a spokesman for the ICSC. Mr. Tron said that malls are trying to reinvent themselves by adding entertainment like indoor golf courses and higher-end restaurants, as well as services such as same-day delivery.",,,,,,,0,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
5f067c54f05beb1e8392a532,49862_5,"The phone company’s share price barely advanced during a period when stocks more than doubled in value. From the announcement of Time Warner’s acquisition to word of its spinoff, shares of AT&T gained just 12.6 percent compared to a 112.7 percent increase in the S&<span>P 500.</span> The company’s market capitalization — the value of all its outstanding stock — has fallen by about 20 percent since the end of 2016, according to data compiled by Bloomberg.",,,,,,1,,,,,,,,,,,,,,12,,,,,,,,4,,,,,,,,,,,
5f067c54f05beb1e8392a532,305_10,"If Trump Runs Again, Do Not Cover Him the Same Way: A Journalist’s Manifesto I believed in traditional reporting, but Trump changed me — and it should change the rest of the media too. Perspective by Margaret Sullivan October 12, 2022 at 10:00 a.m. EDT Despite my nearly four decades in journalism, I was unprepared for the moment of no return that came on a July day in<span> 2016,</span> as a blazing sun beat down on the streets of Cleveland. Walking around the grounds of the Republican National Convention, I was looking for a column idea.",,,6,,,,,,,,,,,,,,,,,12,,,,,,,,4,,,,,,,,,,,
5f067c54f05beb1e8392a532,92537_8,"Figures to be released Thursday by the European Union’s statistics agency are expected to show the eurozone’s annual rate of inflation rose to 8.9% in July from 8.6% in June. By contrast, U.S. inflation eased to 8.5% in July <span>from 9.1% in</span> June. Economists at JPMorgan see increasing signs that global inflation is set to ease, with prices of food and many commodities down from recent peaks.",,,,,,,0,,,,,,,,,8,,,,,,,,,,,1,,,,,,,,,,,,
5f067c54f05beb1e8392a532,92520_18,"Americans give failing marks to U.S. health-care system  New this a.m.: Nearly half of adults give the country’s health care system a poor or failing grade, according to a new West Health-Gallup poll, which found that Americans across party lines see lobbying and partisan politics as major barriers to finding solutions to address the rising costs of medicine. By the numbers:  * Sixty-six percent of Americans report their household pays too much relative to the quality of care that it receives, up six points compared with April of last year, according to the poll, which surveyed more <span>than 5,5000 adults</span>., * Six in 10 Americans report that cost is an important factor when considering a recommended medical procedure or medication., * Half the country — an estimated 129 million adults — have low levels of confidence that they can afford health care as they age., * Two in three Americans under 65 believe Medicare will not exist when they reach the age of eligibility.,  First in The Health 202: Rep. Buddy Carter (R-Ga.), a pharmacist, is rolling out a campaign attacking pharmacy benefit managers often known as drug middlemen.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,70781_24,"Japan, struggling to promote growth as the country’s population ages, has been cutting the rate to encourage investment. This year, the rate fell 2 percentage points <span>to 30%,</span> bringing the drop to 10 points in just a few years. In the U.S., however, the policy debate has been stalled for years, despite bipartisan consensus to lower corporate taxes.",,,,,,,0,,,,,,,,,8,,,,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,Economic-Article-Quant-Annotation-instructions2_example.html,instructions2_example,"If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Market Numbers (e.g., any financial market)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,29800_1,"Tech Shares Drop After Disappointing Earnings Reports Dow, S&<span>P 500 still</span> post weekly gains Technology shares slumped Friday, but the Dow Jones Industrial Average and the S&P 500 still posted gains on the week. Investors are debating whether U.S. stocks can push toward highs reached last May following a rally that began in mid-February.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,70781_15,"At the current 20%, its headline rate is already one of the lowest in the G-20, equal to that of Turkey, Russia and Saudi Arabia. <span>At 17%,</span> it would still be above Ireland’s 12.5%, but well below most other large economies. It might also be at the limit of what Britain’s finances can stand.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,29800_47,"Gold for April delivery fell 1.6% Friday to settle at $1,228.70 an ounce. The yield on the 10-year Treasury note rose <span>to 1.888% from</span> 1.870% on Thursday as prices fell. Write to Leslie Josephs at leslie.josephs@wsj.com and Christopher Whittall at christopher.whittall@wsj.com - 10 - - - - -",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,93529_7,"* Who Is James Gorman? Morgan Stanley CEO, Taylor Swift BoosterMay 19,<span> 2023,</span> * Negotiators Halt Debt-Ceiling TalksMay 19, 2023, * Jerome Powell Keeps June Interest-Rate Pause in PlayMay 19, 2023,  * Who Is James Gorman? Morgan Stanley CEO, Taylor Swift BoosterMay 19, 2023, * Negotiators Halt Debt-Ceiling TalksMay 19, 2023, * Jerome Powell Keeps June Interest-Rate Pause in PlayMay 19, 2023, * At Least 50 Car Models Tied to Potentially Explosive Air-Bag Part, WSJ FindsMay 19, 2023, * U.S.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,30538_0,"The story embarrassed Mr. Orban and was a reminder that his country still had an independent press. But that was <span>in 2014.</span> Today, Origo is one of the prime minister’s most dutiful media boosters, parroting his attacks on migrants and on George Soros, the Hungarian-American philanthropist demonized by the far right on both sides of the Atlantic.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,21067_17,"As the civilian casualties grew, overwhelmingly on the Gaza side, the conflict polarized Israeli society, and the world, in ways seldom seen before. At least 230 people were killed in Gaza during the war, including at <span>least 65 children</span>, while in Israel at least 12 were killed, including two children. Gaza’s infrastructure, already ailing, was gutted by Israeli airstrikes on the densely populated territory.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,30538_2,"In many ways, Hungary has foreshadowed the democratic backsliding now evident in different corners of the world. Since winning power <span>in 2010,</span> Mr. Orban has steadily eroded institutional checks and balances, especially the independent media. His government now oversees state-owned news outlets, while his allies control most of the country’s private media sources, creating a virtual echo chamber for Mr. Orban’s far right, anti-immigrant views.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,92520_4,"(Video: Hannah Jewell, Lindsey Sitz, Ross Godwin/The Washington Post, Photo: Emily Elconin/The Washington Post)  The landscape: The midterms are less than five weeks away. Voters in 36 states will choose their governor — with 20 Republicans <span>and 16 Democrats</span> holding offices that will be up for election this year. Groups on both sides of the abortion debate — such as NARAL Pro-Choice America and SBA Pro-Life America — are pouring their resources into governor’s races.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,84577_11,"And companies say these optional features have been spurring growth in high-end home construction. Record-low interest rates are driving much of this spending, with a 30-year, fixed-rate average <span>of 3.68% for</span> conforming loans, which are below $417,000 in most markets, or 4.13% for larger loans, according to HSH.com, a mortgage-research website. Monica Kaiser, for instance, added nearly $70,000 worth of upgrades to the $1 million-plus San Diego home she and her husband purchased in December.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,305_2,"If Trump Runs Again, Do Not Cover Him the Same Way: A Journalist’s Manifesto I believed in traditional reporting, but Trump changed me — and it should change the rest of the media too. Perspective by Margaret Sullivan October 12, 2022 at 10:00 a.m. EDT Despite my nearly four decades in journalism, I was unprepared for the moment of no return that came on a July day <span>in 2016,</span> as a blazing sun beat down on the streets of Cleveland. Walking around the grounds of the Republican National Convention, I was looking for a column idea.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,93529_9,"* Who Is James Gorman? Morgan Stanley CEO, Taylor Swift BoosterMay 19,<span> 2023,</span> * Negotiators Halt Debt-Ceiling TalksMay 19, 2023, * Jerome Powell Keeps June Interest-Rate Pause in PlayMay 19, 2023,  * Who Is James Gorman? Morgan Stanley CEO, Taylor Swift BoosterMay 19, 2023, * Negotiators Halt Debt-Ceiling TalksMay 19, 2023, * Jerome Powell Keeps June Interest-Rate Pause in PlayMay 19, 2023, * At Least 50 Car Models Tied to Potentially Explosive Air-Bag Part, WSJ FindsMay 19, 2023, * U.S.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,Economic-Article-Quant-Annotation-example1.html,example1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Firm-specific (e.g., discusses stock prices, debt offerings, and capital investments)",,,"Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Not general type 'Macroeconomic / General Economic Conditions'",,"Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Not general type 'Macroeconomic / General Economic Conditions",,,,,
66dd1a6db1f28065fd509e90,58990_9,"But soon after a police officer showed up, the executives were fumbling with their paperwork, according to lawmakers who attended the hearing—but in the end, they didn’t release any documents. * JPMorgan, PNC Bidding for First Republic as Part of FDIC TakeoverApril 28,<span> 2023,</span> * Fed Says It Failed to Act on Problems That Led to Silicon Valley Bank CollapseApril 28, 2023, * Wage Gains Pick Up as Fed Considers Rate DecisionApril 28, 2023,  * JPMorgan, PNC Bidding for First Republic as Part of FDIC TakeoverApril 28, 2023, * Fed Says It Failed to Act on Problems That Led to Silicon Valley Bank CollapseApril 28, 2023, * Wage Gains Pick Up as Fed Considers Rate DecisionApril 28, 2023, * Firms Are Colluding to Cheat H-1B Visa Lottery, U.S. SaysApril 28, 2023, * In China, a Detention and a New Espionage Law Have Businesses WorriedApril 28, 2023, * North Carolina’s Highest Court Reverses Course on Voting DecisionsApril 28, 2023, * How New York and California Botched Marijuana Legalization April 28, 2023, * World’s Richest Man Likes the View Atop Refurbished TiffanyApril 28, 2023, * I Cloned Myself With AI. She Fooled My Bank and My Family.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,92520_19,"Americans give failing marks to U.S. health-care system  New this a.m.: Nearly half of adults give the country’s health care system a poor or failing grade, according to a new West Health-Gallup poll, which found that Americans across party lines see lobbying and partisan politics as major barriers to finding solutions to address the rising costs of medicine. By the numbers:  * Sixty-six percent of Americans report their household pays too much relative to the quality of care that it receives, up six points compared with April of last year, according to the poll, which surveyed more than 5,5000 adults., * Six <span>in 10 Americans</span> report that cost is an important factor when considering a recommended medical procedure or medication., * Half the country — an estimated 129 million adults — have low levels of confidence that they can afford health care as they age., * Two in three Americans under 65 believe Medicare will not exist when they reach the age of eligibility.,  First in The Health 202: Rep. Buddy Carter (R-Ga.), a pharmacist, is rolling out a campaign attacking pharmacy benefit managers often known as drug middlemen.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,42858_6,"The CPI measures what consumers pay for goods and services. * China Ratchets Up Pressure on Foreign CompaniesApril 27,<span> 2023,</span> * Amazon Rebounds From Postpandemic Doldrums, but Says Cloud Growth Is SlowingApril 27, 2023, * Stocks Rally, Led by NasdaqApril 27, 2023,  * China Ratchets Up Pressure on Foreign CompaniesApril 27, 2023, * Amazon Rebounds From Postpandemic Doldrums, but Says Cloud Growth Is SlowingApril 27, 2023, * Stocks Rally, Led by NasdaqApril 27, 2023, * Higher Rates Hit U.S. GrowthApril 27, 2023, * Denied a Gun License Over School Threat, Accused Leaker Jack Teixeira Later Got Top-Secret ClearanceApril 27, 2023, * Iran Seizes U.S.-Bound Oil TankerApril 27, 2023, * DeSantis’s Miscalculation: ‘Disney Is Playing the Long Game’April 27, 2023, * U.S. Sanctions Russian, Iranian Security Services Over Wrongful DetentionsApril 27, 2023, * Fire Sale: $300 Million San Francisco Office Tower, Mostly Empty. Open to Offers.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,64541_5,"“We are not short on funds right now,” he added. Hacks were a primary reason for bitcoin’s steep fall last year following its manic rally <span>in 2017.</span> While bitcoin, the largest cryptocurrency by market value, is up more than 50% so far this year, it remains down by about 70% from its record high in December 2017.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,Economic-Article-Quant-Annotation-instructions_confirm.html,instructions_confirm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Good work! You answered the sample questions correctly. Please confirm that you have read all instructions, because you'll now do 2 examples on your own.:::I have read all provided instructions",,,,
66dd1a6db1f28065fd509e90,64541_9,"“People are quite used to exchange hacks,” said John Patrick Mullin, a cryptocurrency investor and blockchain consultant in Hong Kong. “Markets didn’t move nearly as much as they would’ve one year ago if the same thing happened.”  Bitcoin recently traded <span>around $5,800,</span> according to CoinDesk. Cryptocurrency exchanges and investors are often targeted by hackers.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,92537_0,"Rising energy costs are likely to push European inflation rates higher even as U.S. inflation shows signs of cooling  Updated Aug.<span> 17,</span> 2022 11:10 am ET  The U.K.’s annual rate of inflation moved into double digits in July and is set to rise even higher by the end of the year, heaping greater pressure on stretched household budgets and threatening a lengthy economic contraction. That pickup in inflation has been replicated in other parts of Europe, even as consumer prices have started to slow in the U.S. That is because energy prices have continued to accelerate across Europe as Russia withholds supplies of natural gas, with the continent facing a possible crunch this winter.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,58990_3,"But soon after a police officer showed up, the executives were fumbling with their paperwork, according to lawmakers who attended the hearing—but in the end, they didn’t release any documents. * JPMorgan, PNC Bidding for First Republic as Part of FDIC TakeoverApril 28,<span> 2023,</span> * Fed Says It Failed to Act on Problems That Led to Silicon Valley Bank CollapseApril 28, 2023, * Wage Gains Pick Up as Fed Considers Rate DecisionApril 28, 2023,  * JPMorgan, PNC Bidding for First Republic as Part of FDIC TakeoverApril 28, 2023, * Fed Says It Failed to Act on Problems That Led to Silicon Valley Bank CollapseApril 28, 2023, * Wage Gains Pick Up as Fed Considers Rate DecisionApril 28, 2023, * Firms Are Colluding to Cheat H-1B Visa Lottery, U.S. SaysApril 28, 2023, * In China, a Detention and a New Espionage Law Have Businesses WorriedApril 28, 2023, * North Carolina’s Highest Court Reverses Course on Voting DecisionsApril 28, 2023, * How New York and California Botched Marijuana Legalization April 28, 2023, * World’s Richest Man Likes the View Atop Refurbished TiffanyApril 28, 2023, * I Cloned Myself With AI. She Fooled My Bank and My Family.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,42858_32,"Open to Offers. April 27, 2023,  May’s increase was driven in part by sharp rises in the prices for energy, which rose 34.6% from a year earlier, and groceries, which jumped 11.9% on the year, the biggest increase <span>since 1979.</span> But inflation pressures were distinctly broad-based in May, said Sarah House, senior economist at Wells Fargo Securities.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,45570_0,"Here’s what happened in Park Slope, Brooklyn, when real-life residents faced this situation. On Aug.<span> 3,</span> Jessica Chrustic, 40, a professional beekeeper, was walking her dog in Prospect Park a little after 6 a.m. when she saw a man rifling through the garbage outside the Picnic House. She had seen the man before — tall, with dreadlocks wrapped in a turban, carrying a long staff and often muttering to himself or cursing — and she usually kept her distance.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,Economic-Article-Quant-Annotation-instructions1_example.html,instructions1_example,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant' is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)",,,
66dd1a6db1f28065fd509e90,58990_5,"But soon after a police officer showed up, the executives were fumbling with their paperwork, according to lawmakers who attended the hearing—but in the end, they didn’t release any documents. * JPMorgan, PNC Bidding for First Republic as Part of FDIC TakeoverApril 28,<span> 2023,</span> * Fed Says It Failed to Act on Problems That Led to Silicon Valley Bank CollapseApril 28, 2023, * Wage Gains Pick Up as Fed Considers Rate DecisionApril 28, 2023,  * JPMorgan, PNC Bidding for First Republic as Part of FDIC TakeoverApril 28, 2023, * Fed Says It Failed to Act on Problems That Led to Silicon Valley Bank CollapseApril 28, 2023, * Wage Gains Pick Up as Fed Considers Rate DecisionApril 28, 2023, * Firms Are Colluding to Cheat H-1B Visa Lottery, U.S. SaysApril 28, 2023, * In China, a Detention and a New Espionage Law Have Businesses WorriedApril 28, 2023, * North Carolina’s Highest Court Reverses Course on Voting DecisionsApril 28, 2023, * How New York and California Botched Marijuana Legalization April 28, 2023, * World’s Richest Man Likes the View Atop Refurbished TiffanyApril 28, 2023, * I Cloned Myself With AI. She Fooled My Bank and My Family.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,93529_3,"* Who Is James Gorman? Morgan Stanley CEO, Taylor Swift BoosterMay 19,<span> 2023,</span> * Negotiators Halt Debt-Ceiling TalksMay 19, 2023, * Jerome Powell Keeps June Interest-Rate Pause in PlayMay 19, 2023,  * Who Is James Gorman? Morgan Stanley CEO, Taylor Swift BoosterMay 19, 2023, * Negotiators Halt Debt-Ceiling TalksMay 19, 2023, * Jerome Powell Keeps June Interest-Rate Pause in PlayMay 19, 2023, * At Least 50 Car Models Tied to Potentially Explosive Air-Bag Part, WSJ FindsMay 19, 2023, * U.S.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,21067_8,"Many of them already feel uncomfortable about working with each other, and have made difficult compromises to join forces in order to push Mr. Netanyahu from office. Mr. Lapid himself agreed to give Naftali Bennett, a hard-right former settler leader who opposes Palestinian statehood, the chance to lead the government <span>until 2023,</span> at which point Mr. Lapid will take over. In a sign of the friction to come, Raam, the Arab Islamist party, announced that it had joined the coalition after receiving assurances about improvements to the Arab minority’s land and housing rights that many hard-right Israelis deem unacceptable, including the regularization of three illegally constructed Arab towns in the Negev desert.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,42858_34,"Prices for used cars and trucks—a key engine of the past year’s inflation surge—rose 1.8% in May from April, reversing three months of declines. Shelter costs, an indicator of broad inflation pressures, accelerated on a monthly basis in May and were <span>up 5.5%,</span> compared with a year ago. Airline fares rose 12.6% on the month, the third straight double-digit rise.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,Economic-Article-Quant-Annotation-confirm.html,confirm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You have answered all practice questions correctly! You may access the instructions at any time during the study using the links at the top left the screen.:::I have identified the links to the instruction set and codebook,Please note that we reserve the right to reject your annotations if the provided instructions are not followed.:::I understand that my answers will be rejected if I do not follow the instructions,
66dd1a6db1f28065fd509e90,88390_20,"And by 2013, McConnell was already preparing for his 2014 reelection bid. When Manchin-Toomey finally came to the Senate floor for a vote in April 2013, McConnell pushed his conference to oppose the bill, which ultimately <span>failed 54 to</span> 46, falling short of the 60 votes needed for passage. “McConnell whipped hard against it.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,64541_7,"Hacks were a primary reason for bitcoin’s steep fall last year following its manic rally in 2017. While bitcoin, the largest cryptocurrency by market value, is up more than 50% so far this year, it remains down by <span>about 70% from</span> its record high in December 2017. “People are quite used to exchange hacks,” said John Patrick Mullin, a cryptocurrency investor and blockchain consultant in Hong Kong.",,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
66dd1a6db1f28065fd509e90,Economic-Article-Quant-Annotation-example2.html,example2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)","Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Housing (e.g., Start, Sales, Pricing)",,"Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)",,,,,,
