user,instance_id,displayed_text,"frame:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)","frame:::Industry-specific (e.g., discusses agricultural prices, manufacturing output, and retail sales)",frame:::Not Relevant to the U.S. Economy,"frame:::Government revenue and expenses (e.g., discusses taxes, budgets, and treasury issuances)",frame:::Other,"frame:::Personal (e.g., discusses household expenditures and personal debts)","frame:::Firm-specific (e.g., discusses stock prices, debt offerings, and capital investments)","macro_indicator:::Job Numbers (e.g., jobs, unemployment)",macro_indicator:::Not general type 'Macroeconomic / General Economic Conditions',macro_indicator:::Retail Sales,"macro_indicator:::Interest Rates (e.g., Fed, Mortgage)",macro_indicator:::Not Relevant to the U.S. Economy,"macro_indicator:::Macroeconomy (e.g., GDP)",macro_indicator:::Other,macro_indicator:::Currency Values,"macro_indicator:::Wages (e.g., minimum wage, average wage)","macro_indicator:::Prices (e.g., CPI, PPI)","macro_indicator:::Market Numbers (e.g., any financial market)","macro_indicator:::Energy Prices (eg., oil, gas)",spin:::Not general type 'Macroeconomic / General Economic Conditions',"spin:::Positive (e.g., inflation dropped)",spin:::Not Relevant to the U.S. Economy,"spin:::Neutral (e.g., GDP was worth X US dollars)",spin:::Unknown,"spin:::Negative (e.g., prices skyrocketed)","Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)","Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Firm-specific (e.g., discusses stock prices, debt offerings, and capital investments)","Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Housing (e.g., Start, Sales, Pricing)","Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Not general type 'Macroeconomic / General Economic Conditions'","Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Not general type 'Macroeconomic / General Economic Conditions'","Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)","The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant' is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)","Good work! You answered the sample questions correctly. Please confirm that you have read all instructions, because you'll now do 2 examples on your own.:::I have read all provided instructions",You have answered all practice questions correctly! You may access the instructions at any time during the study using the links at the top left the screen.:::I have identified the links to the instruction set and codebook,Please note that we reserve the right to reject your annotations if the provided instructions are not followed.:::I understand that my answers will be rejected if I do not follow the instructions," If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)","If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Market Numbers (e.g., any financial market)"
600be42e32909325b20ab5f0,14797_1,"“Members judged it appropriate to continue to leave their policy options open and maintain the flexibility to adjust the stance of policy based on incoming information,” the minutes said. The Fed raised its benchmark federal-funds interest rate from near zero in December, and began the year expecting to nudge rates up four more times in quarter-percentage-point increments <span>in 2016.</span> It hasn’t moved because of recurrent worries about growth, hiring and turbulence overseas.",,,6,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,64400_1,"When Twenge spoke to The Post earlier this month, she speculated that inequality is a major reason. Income inequality was not much of an issue in the early to mid-1970s, when the <span>top 1 percent</span> of households earned less than 10 percent of total income in the United States. But the income gap between the 1 percent and the rest is now at the highest level in 50 years, driven by everything from the decline of union representation among workers — unions not only bargain for better pay, but also for workplace protections — to the offshoring of jobs to increasing CEO pay.",0,,,,,,,,12,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,14797_2,"Investors have doubts about the Fed’s willingness to move again. Futures traders place <span>an 18% probability</span> on a rate increase in September, 20% on a move by November and 50% on a move by December. WSJ Pro In-Depth Separate Subscription Stocks, bonds and the U.S. dollar could all be jolted when the Fed does actually push rates up again, since borrowing costs affect so much in the economy—including how much it takes to buy a home or car or finance a big corporate project.",,,,3,,,,,,,8,,,,,,,,,,,,2,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,61198_0,"“Given the number of people who have lost their jobs and the likelihood that some will struggle to find work in the postpandemic economy, achieving and sustaining maximum employment will require more than supportive monetary policy,” Jerome H. Powell, the chair of the Federal Reserve, said in speech to the Economic Club of New York on Wednesday. “It will require a societywide commitment.” Mr. Powell called policies that would bring the coronavirus pandemic to an end as soon as possible “paramount” and said both workers and businesses that had been disrupted by the crisis “are likely to need continued support.” Unemployment remains sharply elevated <span>at 6.3 percent</span>, up from 3.5 percent before the pandemic, and jumps to about 10 percent when adjusted for misclassified job statuses and recent dropouts from the work force. The pain has also been uneven.",0,,,,,,,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
600be42e32909325b20ab5f0,19694_19,"Still, some 3-D stocks remain priced at 50 to 70 times projected 2014 earnings, attracting comparisons to the overheated market for Internet stocks during the early 2000s. ExOne shares are up 42% since going public in February 2013, but <span>off 53% from</span> its August high. 3-D is ""overhyped"" and that's reflected in the stock prices, said Weston Twigg, an analyst for Pacific Crest Securities.",,2,,,,,,,,,,,,,,,5,,,,,,,,1,,,,,,,,,,,,
600be42e32909325b20ab5f0,32527_7,"Italy now has more than 53,000 recorded infections and more than 4,800 dead, and the rate of increase keeps growing, with more than half the cases and fatalities coming in the past week. On Saturday, officials <span>reported 793 additional</span> deaths, by far the largest single-day increase so far. Italy has surpassed China as the country with the highest death toll, becoming the epicenter of a shifting pandemic.",,,6,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,63507_8,"Mr. Lighthizer has never used the document to defend his position, the person said, but he considers it an insurance policy of sorts. During an Oval Office meeting with the trade team the fall <span>of 2017,</span> Mr. Lighthizer accused Mr. Mnuchin and Gary D. Cohn, the former National Economic Council director, of bad-mouthing him to free-trade Republican senators. The argument grew so heated that the White House chief of staff, John F. Kelly, quickly pulled the combatants into the nearby Roosevelt Room and away from the president, where the argument raged on for a few more minutes, according to two witnesses.",,,6,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,49071_0,"Rising federal spending when the economy doesn’t need it points to need for better budget ‘automatic stabilizers’  Updated Jan.<span> 6,</span> 2016 12:32 pm ET  Congress brought the curtain down on five years of austerity when it passed a budget deal last month. By loosening spending caps and extending various tax breaks, the agreement means that combined federal, state and local spending and taxes will contribute to growth this year for the first time since 2010.",,,6,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,49071_8,"With the spending caps loosened and several tax cuts becoming permanent, fiscal policy has now turned stimulative. This comes too late to help: unemployment, <span>at 5%,</span> is back to normal and the Fed has started raising rates to prevent an eventual outbreak of inflation. If Congress last year instead had elected to keep the deficit down, the Fed could have neutralized the economic impact by raising rates even more slowly than it now plans.",0,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,32527_0,"As Italy’s coronavirus infections ticked <span>above 400 cases</span> and deaths hit the double digits, the leader of the governing Democratic Party posted a picture of himself clinking glasses for “an aperitivo in Milan,” urging people “not to change our habits.” That was on Feb. 27. Not 10 days later, as the toll hit 5,883 infections and 233 dead, the party boss, Nicola Zingaretti, posted a new video, this time informing Italy that he, too, had the virus.",,,6,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,20435_1,"this season. Without a running diary, it would be easy to forget that the Oklahoma City Thunder did not win their first game for 12 days, or that Blake Griffin <span>scored 50 points</span> against Philadelphia, or that Luke Walton’s run with the Los Angeles Lakers as coach once seemed to be in its final days. Only a fraction of the way through this season, a crew of New York Times sportswriters and friends are ready to reflect.",,,6,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,31569_31,"Its rising middle class shows there is room for more growth. Total consumption, top five countries Per capita China 28 billion gallons Mexico 72 gallons U.S. 14 U.S.<span> 42 Mexico</span> 9 Indonesia 33 Indonesia 9 Brazil 29 Brazil 6 China 20 Total consumption, top five countries Per capita China 28 billion gallons Mexico 72 gallons U.S. 14 U.S. 42 Mexico 9 Indonesia 33 Indonesia 9 Brazil 29 Brazil 6 China 20 Total consumption, top five countries Per capita China 28 billion gallons Mexico 72 gallons U.S. 14 U.S. 42 Mexico 9 Indonesia 33 Indonesia 9 Brazil 29 Brazil 6 China 20 Total consumption, top five countries China 28 billion gallons U.S. 14 Mexico 9 Indonesia 9 Brazil 6 Per capita Mexico 72 gallons U.S. 42 Indonesia 33 Brazil 29 China 20 Source: Beverage Marketing Corp. As people care more about the quality of tap water, they are more likely to turn to bottled water instead, said Mark Miao, a Shanghai-based market researcher at Euromonitor International. Four of the 10 largest packaged bottled-water companies world-wide are now Chinese, according to GlobalData, a research and consulting firm.",,2,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,45827_5,"After all, the current agreement also makes no mention of the need to drive down global warming. But environmentalists say that failing to incorporate a mention would be a missed opportunity to make a statement in support of the 2015 Paris Agreement, which calls on <span>nearly 200 nations</span> to voluntarily reduce greenhouse gas emissions, and which did not exist when Nafta was drafted. “It violates the norm that the environment belongs at the negotiating table,” said Christopher Sands, director of the Center for Canadian Studies at the School of Advanced International Studies at Johns Hopkins University.",,,6,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,Economic-Article-Quant-Annotation-confirm.html,confirm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You have answered all practice questions correctly! You may access the instructions at any time during the study using the links at the top left the screen.:::I have identified the links to the instruction set and codebook,Please note that we reserve the right to reject your annotations if the provided instructions are not followed.:::I understand that my answers will be rejected if I do not follow the instructions,,
600be42e32909325b20ab5f0,62318_0,"Therefore, I can assume that the things he has said and done are not only acceptable to you, but are the kinds of things you think will make America great. So while I get the frustration, I just want you to be aware -- if you are a Trump supporter, these are the things I assume about you:<span>  1.</span> You think a great America consists of disrespecting our nation's veterans, particularly our POW's.",,,6,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,11692_2,"Lazard, for example, has moved into more internationally diverse U.K. businesses, such as food and tobacco companies, which the firm believes should be comparatively insulated. London’s FTSE <span>AIM 100 index</span>, composed of small-cap companies, has fallen 5.2% this year, while the large-cap FTSE 100 index is down 1.1%. A British exit also could boost euroskeptic parties across Europe, possibly encouraging other nations, such as the Netherlands, to leave the EU, according to strategists.",,,6,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,19694_15,"3-D stocks though are off to a rough start this year with industry leaders 3D Systems Corp. DDD 1.66%increase; green up pointing triangle down 40% and Stratasys Ltd. SSYS -1.48%decrease; red down pointing triangle off about 19% since the start of 2014. Still, some 3-D stocks remain priced at 50 to<span> 70 times</span> projected 2014 earnings, attracting comparisons to the overheated market for Internet stocks during the early 2000s. ExOne shares are up 42% since going public in February 2013, but off 53% from its August high.",,2,,,,,,,,,,,,,,,5,,,,,,,,1,,,,,,,,,,,,
600be42e32909325b20ab5f0,72580_4,"The pound traded as low as $1.3230 in London’s early hours, as a pink-fringed dawn rose over the city and the British Broadcasting Corp. called the referendum for Leave. That was the lowest level against the dollar <span>since 1985,</span> and an epic move for a developed-market currency. The pound edged back up and was at $1.36 by 7 a.m. Just hours before, it had peaked above $1.50.",,,6,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,76378_3,"It has now claimed more than 500 lives here, including 100 in the last day. More <span>than 41,000 Americans</span> have been infected. Stay-at-home orders will soon apply to 158 million Americans, nearly half the population.",,,6,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,Economic-Article-Quant-Annotation-instructions3_example.html,instructions3_example,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)",
600be42e32909325b20ab5f0,14797_0,"The Fed’s Wednesday release of minutes from its July 26-27 meeting suggested a rate increase is a possibility as early as September, but that the Fed won’t commit to moving until a stronger consensus can be reached about the outlook for growth, hiring and inflation. Several officials, still not yet confident that inflation will rise to the Fed’<span>s 2% objective</span> after running below target for four years, weren’t prepared to consider a rate increase. Others, believing the U.S. is close to a fully recovered job market, thought a rate increase would soon be warranted, according to the minutes.",0,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,86041_32,"At its peak value, Longfin was included for eight trading days in the Russell 2000 small-company stock index, which would draw in some of the $122 billion in funds that follow the index. Short-sellers said Russell made a mistake because just 1.5% of Longfin’s shares traded, below <span>the 5% minimum</span>. Russell said it made the decision based on Longfin’s IPO disclosures, which said more shares would trade.",,,,,,,1,,12,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,64400_3,"Income inequality was not much of an issue in the early to mid-1970s, when the top 1 percent of households earned less than 10 percent of total income in the United States. But the income gap between <span>the 1 percent</span> and the rest is now at the highest level in 50 years, driven by everything from the decline of union representation among workers — unions not only bargain for better pay, but also for workplace protections — to the offshoring of jobs to increasing CEO pay. The necessities of life didn’t come down in price to make up for the difference.",0,,,,,,,,12,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,32527_30,"Local mayors complained that their sacrifices had been wasted. Three days later, on March 11, when the positive cases <span>reached 12,462 and</span> the death toll climbed to 827, Mr. Conte toughened the restrictions and extended them nationally. But by then, some experts say, it was already too late.",,,6,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,Economic-Article-Quant-Annotation-example2.html,example2,,,,,,,,,,,,,,,,,,,,,,,,,,"Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)",,"Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Housing (e.g., Start, Sales, Pricing)",,,"Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)",,,,,,
600be42e32909325b20ab5f0,11692_3,"Lazard, for example, has moved into more internationally diverse U.K. businesses, such as food and tobacco companies, which the firm believes should be comparatively insulated. London’s FTSE AIM 100 index, composed of small-cap companies, has <span>fallen 5.2% this</span> year, while the large-cap FTSE 100 index is down 1.1%. A British exit also could boost euroskeptic parties across Europe, possibly encouraging other nations, such as the Netherlands, to leave the EU, according to strategists.",0,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,76378_26,"""Contracts on the S&P 500, Nasdaq 100 and Dow Jones Industrial Average all jumped more than 5% to hit their upper trading curbs… The Stoxx Europe 600 Index also surged, led by insurers and energy companies, even as data began to show the extent of economic damage to the region from the coronavirus pandemic. Benchmarks in Tokyo, Hong Kong and Sydney all climbed at least 3% while Korean shares soared almost 9% as the government announced measures to stabilize financial markets.” — Brent crude edged higher: “Oil prices inched higher … while U.S. gasoline prices plunged more <span>than 30 percent</span> to a record low as global restrictions on travel to slow the spread of coronavirus destroyed demand for fuel,” Reuters's Devika Krishna Kumar reports. — The Fed deploys even more weapons.",0,,,,,,,,,,,,,,,,,,10,,,,,,1,,,,,,,,,,,,
600be42e32909325b20ab5f0,64400_4,"Income inequality was not much of an issue in the early to mid-1970s, when the top 1 percent of households earned less than 10 percent of total income in the United States. But the income gap between the 1 percent and the rest is now at the highest level <span>in 50 years</span>, driven by everything from the decline of union representation among workers — unions not only bargain for better pay, but also for workplace protections — to the offshoring of jobs to increasing CEO pay. The necessities of life didn’t come down in price to make up for the difference.",,,6,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,49071_19,"The reason is that slumping productivity and investment, risk aversion and an aging population have sapped borrowing demand. Research by John Williams, president of the Federal Reserve Bank of San Francisco, and Fed economist Thomas Laubach suggests the equilibrium rate could be as low <span>as 2%,</span> or zero when adjusted for inflation. This means the Fed may have only two percentage points of interest-rate cuts available to fight the next recession (compared with 5.25 points in 2007).",0,,,,,,,,12,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,22778_20,"Equinor, which recently changed its name from Statoil to emphasize its partial pivot to renewable energy, nevertheless defends the new field on its company website, asserting, “The Paris Agreement is quite clear that there will still be a need for oil.” Norway’s rebound from 19 years of decline began a few weeks ago as Equinor began production in its Johan Sverdrup deepwater field. The field will eventually produce 440,000 barrels a day, increasing the country’s output from 1.3 million barrels a day <span>to 1.6 million</span> next year and 1.8 million in 2021. In Brazil, after years of scandal and delays, new offshore production platforms are coming online.",,2,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,86041_31,"At its peak value, Longfin was included for eight trading days in the Russell 2000 small-company stock index, which would draw in some of the $122 billion in funds that follow the index. Short-sellers said Russell made a mistake because <span>just 1.5% of</span> Longfin’s shares traded, below the 5% minimum. Russell said it made the decision based on Longfin’s IPO disclosures, which said more shares would trade.",,,,,,,1,,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,785_10,"So-called core prices—which exclude volatile energy and food prices—rose 6.6% in September from a year earlier, the biggest increase since August 1982. They <span>increased 0.6% last</span> month from the prior month, a sign that strong and broad price pressures remain persistent. Core goods prices, which exclude food and energy, were unchanged in September from August.",0,,,,,,,,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,11692_6,The possibility of Brexit has been even more pronounced in currency markets. Investor selling has pushed the <span>pound 2.5% lower</span> against the U.S. dollar and nearly 7% lower against the euro since the start of the year. Many investors have turned to options markets to guard against a potential sharp fall in the pound following the vote.,0,,,,,,,,,,,,,,9,,,,,,,,2,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,Economic-Article-Quant-Annotation-instructions2_example.html,instructions2_example,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Market Numbers (e.g., any financial market)"
600be42e32909325b20ab5f0,19694_12,"Stock prices for some 3-D printing companies more than doubled in 2013, while world-wide revenue increased a smaller 27% to an estimated $2.8 billion last year, according to consultancy Wohlers Associates Inc. in Colorado. 3-D stocks though are off to a rough start this year with industry leaders 3D Systems Corp. DDD 1.66%increase; green up pointing triangle down 40% and Stratasys Ltd. SSYS -1.48%decrease; red down pointing triangle off <span>about 19% since</span> the start of 2014. Still, some 3-D stocks remain priced at 50 to 70 times projected 2014 earnings, attracting comparisons to the overheated market for Internet stocks during the early 2000s.",,2,,,,,,,,,,,,,,,5,,,,,,,,1,,,,,,,,,,,,
600be42e32909325b20ab5f0,46188_6,"While growth faltered in the eurozone beginning in the first quarter of 2018, it has remained solid in the U.S.  Inflation  A central bank’s main job is to maintain slow and steady inflation to keep the economy humming along. The Fed targets <span>a 2% rate</span> while the ECB seeks a level close to but just under 2%. Inflation has been weak in both economies lately but it has come closer to the Fed’s goal.",0,,,,,,,,,,,,3,,,,,,,,0,,,,,,,,,,,,,,,,
600be42e32909325b20ab5f0,19694_14,"3-D stocks though are off to a rough start this year with industry leaders 3D Systems Corp. DDD 1.66%increase; green up pointing triangle down 40% and Stratasys Ltd. SSYS -1.48%decrease; red down pointing triangle off about 19% since the start of 2014. Still, some 3-D stocks remain priced <span>at 50 to</span> 70 times projected 2014 earnings, attracting comparisons to the overheated market for Internet stocks during the early 2000s. ExOne shares are up 42% since going public in February 2013, but off 53% from its August high.",,,,,,,1,,,,,,,,,,5,,,,,,,,1,,,,,,,,,,,,
600be42e32909325b20ab5f0,76369_4,"“We are starting to see the bifurcation of winners and losers” in retail, he said. Shares of Target <span>rose 9.2% in</span> premarket trading Wednesday. Retailers reporting quarterly sales thus far provide conflicting views on the health of the American consumer heading into the pivotal holiday season.",,,,,,,1,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,
665337a38dbae7a1d0a36577,Economic-Article-Quant-Annotation-instructions_confirm.html,instructions_confirm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Good work! You answered the sample questions correctly. Please confirm that you have read all instructions, because you'll now do 2 examples on your own.:::I have read all provided instructions",,,,
665337a38dbae7a1d0a36577,Economic-Article-Quant-Annotation-instructions2_example.html,instructions2_example,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Market Numbers (e.g., any financial market)"
665337a38dbae7a1d0a36577,Economic-Article-Quant-Annotation-instructions3_example.html,instructions3_example,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)",
665337a38dbae7a1d0a36577,Economic-Article-Quant-Annotation-instructions1_example.html,instructions1_example,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant' is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)",,,,,
5eda898eca52056a641c3fb2,20435_0,"this season. Without a running diary, it would be easy to forget that the Oklahoma City Thunder did not win their first game <span>for 12 days</span>, or that Blake Griffin scored 50 points against Philadelphia, or that Luke Walton’s run with the Los Angeles Lakers as coach once seemed to be in its final days. Only a fraction of the way through this season, a crew of New York Times sportswriters and friends are ready to reflect.",,,6,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,
5eda898eca52056a641c3fb2,49071_4,"That rule went out the window in 2011 when Republicans in Congress and President Barack Obama enacted multiyear spending limits when they couldn’t agree on long-term changes to spending and taxes. These were a major contributor to the “fiscal drag” that Goldman Sachs analyst Alec Phillips estimates sliced an average <span>of 1.2 percentage</span> points off growth annually from 2011 to 2013. The hit to the economy was all the harder because the Federal Reserve couldn’t compensate by cutting interest rates, since they already were near zero.",0,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,
5eda898eca52056a641c3fb2,72580_19,"“Some of the early polls have come in, and the market is revisiting its rock-solid assumption just a few hours ago that the U.K. would stay in,” he said. By 3 a.m. in London, five hours after the polls had closed, Betfair put the odds of Britain’s remaining <span>at 56%.</span> A victory for Leave in Swansea, in South Wales, helped drive the pound still lower—down below $1.41, off more than 5% from just before the polls closed.",,,6,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,
5eda898eca52056a641c3fb2,11692_15,"To be sure, investors say the vote also is providing moneymaking opportunities. Betting against the pound was a profitable trade for many in <span>early 2016.</span> The weaker currency has also been a boon for U.K. companies that sell the bulk of their goods abroad, as it makes their products more competitive there.",,,6,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,
5eda898eca52056a641c3fb2,76369_8,"Consumer spending has been relatively robust this year, helped by the strong U.S. economy, rising wages and low unemployment. The National Retail Federation said it expects holiday sales to rise in the range of 3.8% to 4.2%—to <span>about $730 billion</span>. Target on Wednesday raised its adjusted earnings per share targets for the year to $6.25 to $6.45, compared with the prior range of $5.90 to $6.20.",0,,,,,,,,,7,,,,,,,,,,,0,,,,,,,,,,,,,,,,
5eda898eca52056a641c3fb2,31569_6,Water resources within China are limited. The country has 20% of the world’s population and <span>just 7% of</span> the world’s fresh water. Around one-quarter of that is polluted—in part because of industrial production and intensive farming practices—according to a January report from China National Environmental Monitoring Center.,,,6,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,
5eda898eca52056a641c3fb2,20435_7,"And then there’s Gordon Hayward, who clearly still needs time. I expected his explosiveness to the rim to need the time, not his 3-point shooting, which is mired <span>at 28 percent</span>. The lesson: Don’t trust all those off-season workout videos you see of players swishing shots.",,,6,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,
5eda898eca52056a641c3fb2,47035_46,"It took a week to find Ms. Beach’s body, which was facedown in the marsh 5 miles north of the bridge. Paul’s blood drawn as part of his care at the hospital showed that his blood-alcohol level <span>was .286,</span> according to hospital records, three times the legal limit in South Carolina. Paul was criminally charged in April 2019, including boating under the influence causing death, but the charges were dropped after his death last June, leaving the wrongful-death suit the key legal proceeding.",,,6,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,
5eda898eca52056a641c3fb2,19694_10,"Stock prices for some 3-D printing companies more than doubled in 2013, while world-wide revenue increased a smaller 27% to an estimated $2.8 billion last year, according to consultancy Wohlers Associates Inc. in Colorado. 3-D stocks though are off to a rough start this year with industry leaders 3D Systems Corp. <span>DDD 1.66</span>%increase; green up pointing triangle down 40% and Stratasys Ltd. SSYS -1.48%decrease; red down pointing triangle off about 19% since the start of 2014. Still, some 3-D stocks remain priced at 50 to 70 times projected 2014 earnings, attracting comparisons to the overheated market for Internet stocks during the early 2000s.",,,,,,,1,,12,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
5eda898eca52056a641c3fb2,61198_2,"“Given the number of people who have lost their jobs and the likelihood that some will struggle to find work in the postpandemic economy, achieving and sustaining maximum employment will require more than supportive monetary policy,” Jerome H. Powell, the chair of the Federal Reserve, said in speech to the Economic Club of New York on Wednesday. “It will require a societywide commitment.” Mr. Powell called policies that would bring the coronavirus pandemic to an end as soon as possible “paramount” and said both workers and businesses that had been disrupted by the crisis “are likely to need continued support.” Unemployment remains sharply elevated at 6.3 percent, up from 3.5 percent before the pandemic, and jumps to <span>about 10 percent</span> when adjusted for misclassified job statuses and recent dropouts from the work force. The pain has also been uneven.",0,,,,,,,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
5eda898eca52056a641c3fb2,785_6,"Overall consumer prices climbed a seasonally adjusted 8.2% in September from the same month a year ago, pulled down by a decline in gasoline prices that was partially offset by higher food costs, the Labor Department said Thursday. The reading was down <span>from 8.3% in</span> August and 9.1% in June, which was the highest inflation rate in four decades. So-called core prices—which exclude volatile energy and food prices—rose 6.6% in September from a year earlier, the biggest increase since August 1982.",0,,,,,,,,,,,,,,,,5,,,,,,,,1,,,,,,,,,,,,
